+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 12                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 12                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 188                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |        |
| average_task_duration        | 23.04                                        | 23.09                                        | 23.16                                        | 23.21                                        | 23.06                                        | 23.23                                        | 23.13   | 0.08   |
| min_duration                 | 0.77                                         | 0.91                                         | 0.71                                         | 0.68                                         | 0.89                                         | 0.97                                         |         |        |
| shortest_task                | gridlabd-4/IEEE/37.glm/None                  | IEEE/37.glm/None                             | gridlabd-5/IEEE/37.glm/None                  | gridlabd-5/IEEE/37.glm/None                  | gridlabd-4/IEEE/37.glm/None                  | IEEE-1/37.glm/None                           |         |        |
| max_duration                 | 91.05                                        | 86.27                                        | 86.54                                        | 85.87                                        | 86.08                                        | 85.01                                        |         |        |
| longest_task                 | taxonomy-1/R3-12470-3.glm/None               | taxonomy/R3-12470-3.glm/None                 | taxonomy-1/R3-12470-3.glm/None               | gridlabd-4/taxonomy-1/R3-12470-3.glm/None    | taxonomy-1/R3-12470-3.glm/None               | taxonomy-1/R3-12470-3.glm/None               |         |        |
| num_error_task               | 19                                           | 21                                           | 22                                           | 22                                           | 23                                           | 21                                           |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 238.57                                       | 247.06                                       | 248.56                                       | 248.16                                       | 239.59                                       | 248.61                                       | 245.09  | 4.7    |
| tasks_durtaion_sum           | 4331.11                                      | 4618.96                                      | 4631.6                                       | 4641.74                                      | 4612.61                                      | 4646.29                                      | 4580.39 | 122.8  |
| initial_process_time         | 272.94                                       | 57.94                                        | 93.59                                        | 55.46                                        | 50.46                                        | 50.74                                        | 96.86   | 87.78  |
| total_process_time           | 877.51                                       | 311.24                                       | 347.61                                       | 309.12                                       | 295.54                                       | 304.87                                       | 407.65  | 230.87 |
| effeciencyFactor             | 0.76                                         | 0.78                                         | 0.78                                         | 0.78                                         | 0.8                                          | 0.78                                         | 0.78    | 0.01   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
