+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std     |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |         |
| Number of nodes              | 2                                            |                                              |                                              |                                              |                                              |                                              |         |         |
| Number of workers            | 2                                            |                                              |                                              |                                              |                                              |                                              |         |         |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |         |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |         |
| total_tasks                  | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |         |
| average_task_duration        | 44.73                                        | 23.52                                        | 23.42                                        | 23.55                                        | 30.36                                        | 31.47                                        | 29.51   | 8.3     |
| min_duration                 | 18.17                                        | 18.1                                         | 18.31                                        | 18.26                                        | 18.32                                        | 18.27                                        |         |         |
| shortest_task                | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           |         |         |
| max_duration                 | 76.88                                        | 58.98                                        | 59.61                                        | 59.55                                        | 58.56                                        | 59.21                                        |         |         |
| longest_task                 | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           |         |         |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |         |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |         |
| task_duration_in_parallelism | 2255.87                                      | 1237.72                                      | 1215.87                                      | 1189.85                                      | 1548.52                                      | 1580.09                                      | 1504.65 | 406.37  |
| tasks_durtaion_sum           | 8945.95                                      | 4704.94                                      | 4683.67                                      | 4710.67                                      | 6071.67                                      | 6294.99                                      | 5901.98 | 1660.45 |
| initial_process_time         | 294.84                                       | 152.87                                       | 47.39                                        | 47.13                                        | 46.92                                        | 50.15                                        | 106.55  | 101.36  |
| total_process_time           | 2557.64                                      | 1397.33                                      | 1268.74                                      | 1242.51                                      | 1601.13                                      | 1637.39                                      | 1617.46 | 488.93  |
| effeciencyFactor             | 0.99                                         | 0.95                                         | 0.96                                         | 0.99                                         | 0.98                                         | 1.0                                          | 0.98    | 0.02    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
