+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
| Performance                  | Repeat 0                                      | Repeat 1                                      | Repeat 2                                      | Repeat 3                                      | Repeat 4                                      | Repeat 5                                      | Mean     | Std    |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
| Code templates folder        | code-templates-solardatatools                 |                                               |                                               |                                               |                                               |                                               |          |        |
| Number of nodes              | 32                                            |                                               |                                               |                                               |                                               |                                               |          |        |
| Number of workers            | 32                                            |                                               |                                               |                                               |                                               |                                               |          |        |
| Instance type                | t2.large                                      |                                               |                                               |                                               |                                               |                                               |          |        |
| File name                    | logs-ip1723129113useast2computeinternal-0.csv | logs-ip1723129113useast2computeinternal-1.csv | logs-ip1723129113useast2computeinternal-2.csv | logs-ip1723129113useast2computeinternal-3.csv | logs-ip1723129113useast2computeinternal-4.csv | logs-ip1723129113useast2computeinternal-5.csv |          |        |
| total_tasks                  | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           |          |        |
| average_task_duration        | 28.35                                         | 29.66                                         | 29.8                                          | 28.77                                         | 28.79                                         | 28.54                                         | 28.98    | 0.6    |
| min_duration                 | 0.44                                          | 0.49                                          | 0.43                                          | 0.43                                          | 0.45                                          | 0.43                                          |          |        |
| shortest_task                | PVO/sys_meta.csv/Inverter Power(W)            | PVO/sys_meta.csv/Panel Power(W)               | PVO/sys_meta.csv/Panel Power(W)               | PVO/sys_meta.csv/Inverter Power(W)            | PVO/sys_meta.csv/Panel Power(W)               | PVO/sys_meta.csv/Panel Power(W)               |          |        |
| max_duration                 | 116.27                                        | 127.89                                        | 121.82                                        | 121.55                                        | 118.07                                        | 143.91                                        |          |        |
| longest_task                 | PVO/PVOutput/6358.csv/Power(W)                | PVO/PVOutput/8135.csv/Power(W)                | PVO/PVOutput/4548.csv/Power(W)                | PVO/PVOutput/29066.csv/Power(W)               | PVO/PVOutput/35563.csv/Power(W)               | PVO/PVOutput/1095.csv/Power(W)                |          |        |
| num_error_task               | 76                                            | 76                                            | 76                                            | 76                                            | 76                                            | 76                                            |          |        |
| num_unfinished_tasks         | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |        |
| task_duration_in_parallelism | 492.49                                        | 497.91                                        | 656.53                                        | 612.72                                        | 571.49                                        | 513.27                                        | 557.4    | 67.51  |
| tasks_durtaion_sum           | 18257.62                                      | 19103.13                                      | 19194.27                                      | 18528.93                                      | 18542.42                                      | 18378.83                                      | 18667.53 | 388.19 |
| initial_process_time         | 54.79                                         | 54.81                                         | 54.92                                         | 54.88                                         | 55.54                                         | 54.81                                         | 54.96    | 0.29   |
| total_process_time           | 555.44                                        | 560.95                                        | 722.42                                        | 678.25                                        | 635.12                                        | 576.06                                        | 621.37   | 68.83  |
| effeciencyFactor             | 0.58                                          | 0.6                                           | 0.46                                          | 0.47                                          | 0.51                                          | 0.56                                          | 0.53     | 0.06   |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
