,file,data
0,/app/project/NY_01_12262.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.651
"
1,/app/project/NY_01_12471.glm,"/app/project/NY_01_12471.glm,0 kW,42,29,12,0.529
"
0,/app/project/NY_01_12272.glm,"/app/project/NY_01_12272.glm,0 kW,215,172,41,0.61
"
0,/app/project/NY_01_12161.glm,"/app/project/NY_01_12161.glm,0 kW,125,111,12,0.56
"
1,/app/project/NY_01_12465.glm,"/app/project/NY_01_12465.glm,0 kW,124,79,44,0.566
"
0,/app/project/NY_01_12464.glm,"/app/project/NY_01_12464.glm,0 kW,440,99,340,0.714
"
0,/app/project/NY_01_13054.glm,"/app/project/NY_01_12466.glm,0 kW,1149,264,883,0.712
/app/project/NY_01_13054.glm,0 kW,225,176,46,0.618
"
1,/app/project/NY_01_12476.glm,"/app/project/NY_01_12476.glm,0 kW,947,160,783,1.032
"
0,/app/project/NY_01_14273.glm,"/app/project/NY_01_12268.glm,0 kW,474,198,274,0.813
/app/project/NY_01_14273.glm,0 kW,226,87,138,0.624
/app/project/NY_01_12974.glm,0 kW,1665,465,1195,1.162
"
0,/app/project/NY_01_12268.glm,"/app/project/NY_01_12268.glm,0 kW,474,198,274,0.813
"
1,/app/project/NY_01_12261.glm,"/app/project/NY_01_12261.glm,0 kW,1147,209,937,1.142
"
0,/app/project/NY_01_15562.glm,"/app/project/NY_01_12467.glm,0 kW,1548,345,1200,1.036
/app/project/NY_01_15562.glm,0 kW,68,52,15,0.536
"
0,/app/project/NY_01_16167.glm,"/app/project/NY_01_12766.glm,0 kW,1004,170,833,0.633
/app/project/NY_01_16167.glm,0 kW,170,143,26,0.702
"
0,/app/project/NY_01_16062.glm,"/app/project/NY_01_12473.glm,0 kW,893,216,674,0.534
/app/project/NY_01_16062.glm,0 kW,492,110,381,0.757
"
1,/app/project/NY_01_13056.glm,"/app/project/NY_01_12471.glm,0 kW,42,29,12,0.529
/app/project/NY_01_13056.glm,0 kW,702,402,298,0.89
"
2,/app/project/NY_01_14651.glm,"/app/project/NY_01_12272.glm,0 kW,215,172,41,0.61
/app/project/NY_01_12975.glm,0 kW,1412,376,1034,0.922
/app/project/NY_01_14651.glm,0 kW,180,134,56,0.604
"
0,/app/project/NY_01_20552.glm,"/app/project/NY_01_12261.glm,0 kW,1147,209,937,1.142
/app/project/NY_01_12963.glm,0 kW,1697,393,1302,1.181
/app/project/NY_01_14271.glm,0 kW,1149,297,850,0.726
/app/project/NY_01_20552.glm,0 kW,138,131,6,0.546
"
1,/app/project/NY_01_16066.glm,"/app/project/NY_01_12661.glm,0 kW,2352,388,1963,1.721
/app/project/NY_01_16066.glm,0 kW,339,157,181,0.668
"
2,/app/project/NY_01_21351.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.651
/app/project/NY_01_12964.glm,0 kW,1522,424,1091,1.016
/app/project/NY_01_14272.glm,0 kW,1539,321,1217,1.033
/app/project/NY_01_20553.glm,0 kW,1012,469,542,1.036
/app/project/NY_01_21351.glm,0 kW,191,172,18,0.587
"
3,/app/project/NY_01_20553.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.651
/app/project/NY_01_12964.glm,0 kW,1522,424,1091,1.016
/app/project/NY_01_14272.glm,0 kW,1539,321,1217,1.033
/app/project/NY_01_20553.glm,0 kW,1012,469,542,1.036
/app/project/NY_01_21351.glm,0 kW,191,172,18,0.587
"
0,/app/project/NY_01_16165.glm,"/app/project/NY_01_12764.glm,0 kW,494,156,337,0.288
/app/project/NY_01_14056.glm,0 kW,1391,319,1070,0.936
/app/project/NY_01_16165.glm,0 kW,469,117,350,0.773
"
1,/app/project/NY_01_20865.glm,"/app/project/NY_01_12473.glm,0 kW,893,216,674,0.534
/app/project/NY_01_16062.glm,0 kW,492,110,381,0.757
/app/project/NY_01_20865.glm,0 kW,100,75,24,0.547
"
2,/app/project/NY_01_2160.glm,"/app/project/NY_01_12472.glm,0 kW,656,229,425,0.422
/app/project/NY_01_13057.glm,0 kW,1547,414,1132,1.448
/app/project/NY_01_16061.glm,0 kW,903,150,751,1.038
/app/project/NY_01_2160.glm,0 kW,9,4,4,0.518
/app/project/NY_01_20863.glm,0 kW,163,125,37,0.599
"
0,/app/project/NY_01_16163.glm,"/app/project/NY_01_12761.glm,0 kW,639,174,462,0.382
/app/project/NY_01_16163.glm,0 kW,243,81,161,0.662
"
1,/app/project/NY_01_16166.glm,"/app/project/NY_01_12765.glm,0 kW,799,175,622,0.471
/app/project/NY_01_16166.glm,0 kW,887,203,681,1.004
"
