+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean   | Std   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of nodes              | 12                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of workers            | 12                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |        |       |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |        |       |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |        |       |
| average_task_duration        | 1.83                                         | 1.82                                         | 1.81                                         | 1.81                                         | 1.8                                          | 1.8                                          | 1.81   | 0.01  |
| min_duration                 | 0.25                                         | 0.26                                         | 0.29                                         | 0.29                                         | 0.26                                         | 0.26                                         |        |       |
| shortest_task                | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_301152.glm/None           |        |       |
| max_duration                 | 12.09                                        | 12.48                                        | 12.26                                        | 11.51                                        | 11.72                                        | 12.25                                        |        |       |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20655.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            |        |       |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |        |       |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |        |       |
| task_duration_in_parallelism | 43.38                                        | 44.29                                        | 45.04                                        | 45.61                                        | 43.74                                        | 43.49                                        | 44.26  | 0.9   |
| tasks_durtaion_sum           | 909.17                                       | 904.64                                       | 901.78                                       | 901.67                                       | 894.29                                       | 895.27                                       | 901.14 | 5.64  |
| initial_process_time         | 265.3                                        | 51.41                                        | 44.03                                        | 44.21                                        | 44.35                                        | 44.29                                        | 82.27  | 89.71 |
| total_process_time           | 314.12                                       | 101.12                                       | 97.44                                        | 95.2                                         | 93.49                                        | 93.16                                        | 132.42 | 89.06 |
| effeciencyFactor             | 0.87                                         | 0.85                                         | 0.83                                         | 0.82                                         | 0.85                                         | 0.86                                         | 0.85   | 0.02  |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
