+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+-------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+-------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |       |
| Number of nodes              | 32                                           |                                              |                                              |                                              |                                              |                                              |         |       |
| Number of workers            | 32                                           |                                              |                                              |                                              |                                              |                                              |         |       |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |       |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |       |
| total_tasks                  | 201                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |       |
| average_task_duration        | 7.75                                         | 7.72                                         | 7.76                                         | 7.83                                         | 7.82                                         | 7.78                                         | 7.78    | 0.04  |
| min_duration                 | 7.24                                         | 7.19                                         | 7.2                                          | 7.24                                         | 7.19                                         | 7.2                                          |         |       |
| shortest_task                | PVO/PVOutput/19238.csv/Power(W)              | PVO/PVOutput/27400.csv/Power(W)              | PVO/PVOutput/13964.csv/Power(W)              | PVO/PVOutput/13968.csv/Power(W)              | PVO/PVOutput/13951.csv/Power(W)              | PVO/PVOutput/21360.csv/Power(W)              |         |       |
| max_duration                 | 12.45                                        | 8.41                                         | 12.62                                        | 12.76                                        | 12.78                                        | 13.29                                        |         |       |
| longest_task                 | PVO/PVOutput/24180.csv/Power(W)              | PVO/PVOutput/10284.csv/Power(W)              | PVO/PVOutput/23263.csv/Power(W)              | PVO/PVOutput/16846.csv/Power(W)              | PVO/PVOutput/16642.csv/Power(W)              | PVO/PVOutput/10284.csv/Power(W)              |         |       |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |       |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |       |
| task_duration_in_parallelism | 196.41                                       | 116.18                                       | 113.55                                       | 118.37                                       | 113.82                                       | 115.68                                       | 129.0   | 33.07 |
| tasks_durtaion_sum           | 1556.87                                      | 1544.56                                      | 1551.26                                      | 1565.55                                      | 1564.4                                       | 1555.7                                       | 1556.39 | 7.94  |
| initial_process_time         | 51.2                                         | 51.91                                        | 44.91                                        | 46.18                                        | 47.65                                        | 45.19                                        | 47.84   | 3.04  |
| total_process_time           | 178.41                                       | 174.01                                       | 164.44                                       | 170.54                                       | 167.41                                       | 166.86                                       | 170.28  | 5.18  |
| effeciencyFactor             | 0.24                                         | 0.42                                         | 0.43                                         | 0.41                                         | 0.43                                         | 0.42                                         | 0.39    | 0.07  |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+-------+
