+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 8                                            |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 8                                            |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |         |        |
| average_task_duration        | 7.01                                         | 6.77                                         | 6.64                                         | 6.86                                         | 6.56                                         | 6.83                                         | 6.78    | 0.16   |
| min_duration                 | 3.62                                         | 3.75                                         | 3.72                                         | 3.85                                         | 3.53                                         | 3.66                                         |         |        |
| shortest_task                | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4967.glm/None             | feeder_NY_01/NY_01_3573.glm/None             | feeder_NY_01/NY_01_5762.glm/None             | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4069.glm/None             |         |        |
| max_duration                 | 26.26                                        | 24.54                                        | 23.83                                        | 23.1                                         | 24.12                                        | 23.59                                        |         |        |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20655.glm/None            |         |        |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 246.98                                       | 220.41                                       | 212.82                                       | 220.79                                       | 220.51                                       | 223.8                                        | 224.22  | 11.73  |
| tasks_durtaion_sum           | 3489.88                                      | 3371.62                                      | 3306.32                                      | 3417.6                                       | 3266.9                                       | 3401.84                                      | 3375.69 | 80.18  |
| initial_process_time         | 445.98                                       | 304.84                                       | 46.12                                        | 45.63                                        | 45.2                                         | 45.25                                        | 155.5   | 176.09 |
| total_process_time           | 698.39                                       | 530.72                                       | 264.37                                       | 271.88                                       | 272.34                                       | 277.36                                       | 385.84  | 184.97 |
| effeciencyFactor             | 0.88                                         | 0.96                                         | 0.97                                         | 0.97                                         | 0.93                                         | 0.95                                         | 0.94    | 0.03   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
