,bucket,file,column,solver,length,capacity_estimate,power_units,data_sampling,data_quality_score,data_clearness_score,time_shifts,num_clip_points,tz_correction,inverter_clipping,normal_quality_scores,capacity_changes
0,pv.insight.nrel,PVO/PVOutput/40588.csv,Power(W),MOSEK,1.88,3.78,W,5,96.5,23.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40826.csv,Power(W),MOSEK,1.58,4.01,W,5,92.2,57.6,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44121.csv,Power(W),MOSEK,1.41,4.39,W,5,96.3,51.7,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40285.csv,Power(W),MOSEK,1.93,3.38,W,5,93.8,46.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/40738.csv,Power(W),MOSEK,1.83,4.42,W,5,95.4,27.6,False,1,0,True,True,False
1,pv.insight.nrel,PVO/PVOutput/41177.csv,Power(W),MOSEK,1.77,3.49,W,5,95.2,51.0,False,0,0,False,True,False
2,pv.insight.nrel,PVO/PVOutput/44217.csv,Power(W),MOSEK,1.42,2.92,W,5,92.3,51.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/37139.csv,Power(W),MOSEK,1.94,9.46,W,5,79.8,30.5,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/41528.csv,Power(W),MOSEK,1.64,6.33,W,5,82.0,13.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/41325.csv,Power(W),MOSEK,1.78,5.55,W,5,94.9,21.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/38177.csv,Power(W),MOSEK,2.17,4.64,W,5,98.1,43.6,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/43339.csv,Power(W),MOSEK,1.41,6.4,W,5,88.6,37.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43233.csv,Power(W),MOSEK,1.48,4.26,W,5,97.8,65.5,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/42210.csv,Power(W),MOSEK,1.62,6.59,W,5,95.3,13.2,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/41483.csv,Power(W),MOSEK,1.94,3.28,W,5,24.9,1.0,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/43565.csv,Power(W),MOSEK,1.49,3.77,W,5,96.1,51.7,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/44341.csv,Power(W),MOSEK,1.38,5.28,W,5,88.5,14.3,True,1,0,True,True,True
0,pv.insight.nrel,PVO/PVOutput/45149.csv,Power(W),MOSEK,1.31,5.93,W,5,86.0,19.7,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42942.csv,Power(W),MOSEK,1.56,5.12,W,5,62.2,8.1,True,0,-2,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42980.csv,Power(W),MOSEK,1.56,9.02,W,5,97.4,29.0,True,0,-2,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43799.csv,Power(W),MOSEK,1.46,2.75,W,5,93.4,49.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44686.csv,Power(W),MOSEK,1.37,4.77,W,5,96.2,50.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/4449.csv,Power(W),MOSEK,5.75,6.83,W,5,7.5,1.3,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/45657.csv,Power(W),MOSEK,1.13,7.96,W,5,93.5,16.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43512.csv,Power(W),MOSEK,1.47,5.16,W,5,93.1,50.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39809.csv,Power(W),MOSEK,1.99,5.96,W,5,96.6,51.2,True,2,-1,True,True,True
0,pv.insight.nrel,PVO/PVOutput/42054.csv,Power(W),MOSEK,1.69,11.0,W,5,18.8,4.1,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42878.csv,Power(W),MOSEK,1.58,6.42,W,5,99.0,19.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42154.csv,Power(W),MOSEK,1.68,9.31,W,5,93.3,19.6,True,1,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42625.csv,Power(W),MOSEK,1.55,4.99,W,5,64.6,36.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42105.csv,Power(W),MOSEK,1.68,3.8,W,10,97.7,22.5,False,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/45458.csv,Power(W),MOSEK,1.27,4.52,W,5,86.4,43.6,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/41431.csv,Power(W),MOSEK,1.77,3.81,W,5,92.0,44.5,False,3,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/44102.csv,Power(W),MOSEK,1.45,5.24,W,5,93.6,51.6,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/42013.csv,Power(W),MOSEK,1.7,3.91,W,5,93.7,37.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43474.csv,Power(W),MOSEK,1.5,6.89,W,5,57.5,13.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45241.csv,Power(W),MOSEK,1.3,4.31,W,5,98.3,53.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45927.csv,Power(W),MOSEK,1.22,6.45,W,5,93.0,46.8,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/42062.csv,Power(W),MOSEK,1.72,5.0,W,5,97.6,45.5,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/46787.csv,Power(W),MOSEK,1.01,8.48,W,5,97.8,50.5,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42713.csv,Power(W),MOSEK,1.55,7.37,W,5,99.1,57.3,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/45259.csv,Power(W),MOSEK,1.31,3.02,W,5,96.4,20.1,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/40849.csv,Power(W),MOSEK,1.81,3.75,W,5,98.3,41.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45965.csv,Power(W),MOSEK,1.18,3.87,W,5,99.3,42.5,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/43231.csv,Power(W),MOSEK,1.73,6.2,W,5,97.6,18.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/46354.csv,Power(W),MOSEK,1.01,6.15,W,5,99.5,59.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/46548.csv,Power(W),MOSEK,1.13,4.91,W,5,91.7,46.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/41201.csv,Power(W),MOSEK,1.76,6.95,W,5,95.3,56.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44249.csv,Power(W),MOSEK,1.41,3.13,W,5,96.3,46.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/46000.csv,Power(W),MOSEK,364.0,4.37,W,5,98.6,47.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45166.csv,Power(W),MOSEK,1.18,5.23,W,5,97.7,56.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44826.csv,Power(W),MOSEK,1.35,4.29,W,5,96.8,51.9,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44187.csv,Power(W),MOSEK,1.44,3.84,W,5,74.5,29.3,True,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/41489.csv,Power(W),MOSEK,1.74,4.58,W,5,76.7,40.8,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/42821.csv,Power(W),MOSEK,1.58,8.33,W,5,89.4,17.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44538.csv,Power(W),MOSEK,1.38,5.72,W,5,99.0,55.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/39456.csv,Power(W),MOSEK,1.99,3.94,W,5,97.1,51.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/46005.csv,Power(W),MOSEK,1.21,5.25,W,5,90.9,28.1,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/43340.csv,Power(W),MOSEK,1.5,2.92,W,5,93.1,49.0,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42787.csv,Power(W),MOSEK,1.58,9.3,W,5,97.2,53.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/42157.csv,Power(W),MOSEK,1.4,9.53,W,5,89.0,28.8,False,1,-1,True,False,False
0,pv.insight.nrel,PVO/PVOutput/47179.csv,Power(W),MOSEK,1.0,10.33,W,5,95.4,17.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43824.csv,Power(W),MOSEK,1.46,3.53,W,5,87.6,35.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43423.csv,Power(W),MOSEK,1.5,4.34,W,5,88.7,19.7,True,1,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/43988.csv,Power(W),MOSEK,1.29,4.84,W,5,97.5,52.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43953.csv,Power(W),MOSEK,1.45,3.73,W,5,86.6,24.2,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43305.csv,Power(W),MOSEK,1.51,4.07,W,5,85.7,40.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45137.csv,Power(W),MOSEK,1.31,9.05,W,5,90.6,18.2,True,1,-2,True,True,False
0,pv.insight.nrel,PVO/PVOutput/46815.csv,Power(W),MOSEK,1.01,7.22,W,5,93.8,20.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44587.csv,Power(W),MOSEK,1.28,2.3,W,5,82.4,38.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45931.csv,Power(W),MOSEK,1.22,8.95,W,5,90.3,44.8,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/5607.csv,Power(W),MOSEK,5.09,8.29,W,5,93.8,16.8,False,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/43101.csv,Power(W),MOSEK,1.55,5.67,W,5,88.7,43.1,False,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/42044.csv,Power(W),MOSEK,1.4,4.68,W,5,98.8,54.9,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/5619.csv,Power(W),MOSEK,5.53,3.63,W,5,94.6,19.1,False,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/45857.csv,Power(W),MOSEK,1.22,7.9,W,5,88.5,46.1,True,2,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/6035.csv,Power(W),MOSEK,4.99,7.57,W,5,80.6,18.3,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44126.csv,Power(W),MOSEK,1.43,10.54,W,5,93.1,16.1,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/44669.csv,Power(W),MOSEK,1.13,10.61,W,5,62.6,8.7,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/42835.csv,Power(W),MOSEK,1.58,4.86,W,5,97.4,24.1,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/5889.csv,Power(W),MOSEK,5.49,6.04,W,5,7.9,1.1,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6066.csv,Power(W),MOSEK,5.47,9.04,W,5,82.6,19.0,True,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/42651.csv,Power(W),MOSEK,1.61,3.54,W,5,93.5,50.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44910.csv,Power(W),MOSEK,1.33,5.7,W,5,96.9,40.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45396.csv,Power(W),MOSEK,1.26,3.05,W,5,100.0,65.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44119.csv,Power(W),MOSEK,1.28,4.46,W,5,90.4,55.4,True,3,-1,True,True,False
0,pv.insight.nrel,PVO/PVOutput/44585.csv,Power(W),MOSEK,1.28,3.42,W,5,92.3,46.3,True,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/46717.csv,Power(W),MOSEK,1.04,12.11,W,5,96.6,46.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5706.csv,Power(W),MOSEK,5.52,1.43,W,5,88.8,17.9,True,0,-2,False,False,False
0,pv.insight.nrel,PVO/PVOutput/46375.csv,Power(W),MOSEK,1.11,3.5,W,5,85.4,41.7,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5477.csv,Power(W),MOSEK,5.56,5.79,W,5,98.5,26.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5785.csv,Power(W),MOSEK,5.51,2.1,W,5,94.0,19.3,True,0,0,False,False,True
0,pv.insight.nrel,PVO/PVOutput/44948.csv,Power(W),MOSEK,1.32,3.14,W,5,94.8,42.1,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5595.csv,Power(W),MOSEK,5.54,6.15,W,5,92.7,52.9,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5642.csv,Power(W),MOSEK,5.53,2.49,W,5,96.8,52.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45373.csv,Power(W),MOSEK,1.28,7.81,W,5,84.8,28.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5429.csv,Power(W),MOSEK,5.57,4.93,W,5,98.8,55.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/4874.csv,Power(W),MOSEK,5.67,6.13,W,5,93.0,24.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43210.csv,Power(W),MOSEK,1.53,6.31,W,5,87.3,48.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/46237.csv,Power(W),MOSEK,1.19,9.47,W,5,87.6,19.6,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5654.csv,Power(W),MOSEK,5.53,3.44,W,5,99.5,53.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/45730.csv,Power(W),MOSEK,1.2,6.25,W,5,98.6,54.6,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/45436.csv,Power(W),MOSEK,1.27,4.53,W,5,86.9,43.9,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/6416.csv,Power(W),MOSEK,5.24,9.6,W,5,97.4,20.4,False,2,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/6069.csv,Power(W),MOSEK,5.47,5.53,W,5,82.0,18.6,True,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/7993.csv,Power(W),MOSEK,5.23,3.58,W,5,95.9,26.8,True,0,-2,False,True,False
1,pv.insight.nrel,PVO/PVOutput/4548.csv,Power(W),MOSEK,5.73,6.5,W,5,94.6,50.0,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/46520.csv,Power(W),MOSEK,1.13,5.34,W,5,92.7,55.6,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/45523.csv,Power(W),MOSEK,1.14,5.87,W,5,88.0,44.5,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6560.csv,Power(W),MOSEK,5.41,1.77,W,5,98.1,56.1,True,0,-1,False,False,True
0,pv.insight.nrel,PVO/PVOutput/6279.csv,Power(W),MOSEK,5.44,4.22,W,5,89.7,21.1,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5603.csv,Power(W),MOSEK,5.54,3.0,W,5,97.0,28.8,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5232.csv,Power(W),MOSEK,2.25,1.95,W,5,90.4,51.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/8010.csv,Power(W),MOSEK,5.23,4.77,W,5,99.4,59.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/43929.csv,Power(W),MOSEK,1.45,3.34,W,5,70.1,33.5,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6055.csv,Power(W),MOSEK,3.79,2.53,W,5,87.2,22.7,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/44586.csv,Power(W),MOSEK,1.28,8.13,W,5,98.3,48.8,True,3,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/6140.csv,Power(W),MOSEK,5.46,2.66,W,5,89.3,24.0,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/5245.csv,Power(W),MOSEK,5.62,4.93,W,5,98.8,55.6,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5659.csv,Power(W),MOSEK,5.53,6.62,W,5,97.1,20.4,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/5989.csv,Power(W),MOSEK,4.97,30.97,W,5,23.5,10.8,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/4612.csv,Power(W),MOSEK,5.53,5.41,W,5,91.9,17.8,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5608.csv,Power(W),MOSEK,5.54,3.42,W,5,90.6,24.1,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/6078.csv,Power(W),MOSEK,5.43,6.58,W,5,95.4,18.2,True,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/6251.csv,Power(W),MOSEK,4.54,3.08,W,5,75.6,17.2,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5601.csv,Power(W),MOSEK,5.53,6.28,W,5,96.9,21.3,False,1,0,True,True,True
0,pv.insight.nrel,PVO/PVOutput/9061.csv,Power(W),MOSEK,5.12,1.81,W,5,91.9,18.6,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/7611.csv,Power(W),MOSEK,3.05,2.46,W,5,20.8,2.4,False,0,-1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/5909.csv,Power(W),MOSEK,5.49,3.42,W,5,96.5,52.1,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6577.csv,Power(W),MOSEK,5.29,6.59,W,5,95.2,17.8,True,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/5503.csv,Power(W),MOSEK,4.51,14.26,W,5,94.8,17.1,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/7666.csv,Power(W),MOSEK,4.99,3.39,W,5,71.7,33.6,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/5339.csv,Power(W),MOSEK,5.59,5.29,W,5,93.8,30.0,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/5733.csv,Power(W),MOSEK,5.52,5.26,W,5,96.8,18.7,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/5702.csv,Power(W),MOSEK,5.53,7.8,W,5,98.8,48.7,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/8720.csv,Power(W),MOSEK,3.99,5.57,W,5,50.1,9.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/7262.csv,Power(W),MOSEK,3.8,18.83,W,5,95.8,31.0,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/5473.csv,Power(W),MOSEK,5.56,11.4,W,5,94.2,27.6,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6427.csv,Power(W),MOSEK,3.33,6.04,W,5,81.5,45.3,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/8925.csv,Power(W),MOSEK,3.99,3.96,W,5,44.7,5.9,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/9215.csv,Power(W),MOSEK,5.1,3.28,W,5,96.2,20.4,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6099.csv,Power(W),MOSEK,5.46,7.54,W,5,96.2,19.3,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/9038.csv,Power(W),MOSEK,5.13,4.9,W,5,95.6,53.6,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/8125.csv,Power(W),MOSEK,5.21,2.73,W,5,94.8,53.8,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6083.csv,Power(W),MOSEK,5.41,3.48,W,5,96.7,18.0,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/5656.csv,Power(W),MOSEK,5.53,3.38,W,5,87.7,14.5,False,1,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/8008.csv,Power(W),MOSEK,5.23,3.7,W,5,97.6,54.3,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/7929.csv,Power(W),MOSEK,4.99,16.93,W,5,68.6,10.5,True,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/5853.csv,Power(W),MOSEK,5.42,6.31,W,5,88.9,21.7,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/6576.csv,Power(W),MOSEK,5.41,3.22,W,5,78.5,12.3,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/7940.csv,Power(W),MOSEK,5.23,3.3,W,5,62.6,15.0,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6270.csv,Power(W),MOSEK,3.6,0.78,W,5,33.5,5.9,True,3,0,True,False,True
0,pv.insight.nrel,PVO/PVOutput/9489.csv,Power(W),MOSEK,5.07,4.73,W,5,95.8,26.0,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/9173.csv,Power(W),MOSEK,4.99,5.31,W,5,76.4,12.9,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/7127.csv,Power(W),MOSEK,3.69,13.4,W,5,86.6,13.7,False,3,0,True,False,False
0,pv.insight.nrel,PVO/PVOutput/7279.csv,Power(W),MOSEK,3.15,2.03,W,5,59.8,24.3,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6116.csv,Power(W),MOSEK,5.46,6.54,W,5,93.5,39.0,True,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/5259.csv,Power(W),MOSEK,5.53,3.88,W,5,83.9,19.7,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6166.csv,Power(W),MOSEK,5.45,4.22,W,5,94.2,35.3,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/5678.csv,Power(W),MOSEK,5.53,2.48,W,5,90.9,52.7,True,0,1,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6632.csv,Power(W),MOSEK,5.4,1.98,W,5,97.4,47.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/7627.csv,Power(W),MOSEK,2.73,3.68,W,5,86.5,14.8,False,0,0,False,True,False
1,pv.insight.nrel,PVO/PVOutput/8533.csv,Power(W),MOSEK,5.11,3.31,W,5,95.9,22.6,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/9382.csv,Power(W),MOSEK,4.99,4.85,W,5,96.4,26.2,True,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/9912.csv,Power(W),MOSEK,4.99,2.83,W,5,94.8,28.0,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/8135.csv,Power(W),MOSEK,5.22,3.85,W,5,99.4,60.2,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6974.csv,Power(W),MOSEK,2.97,5.34,W,5,92.2,29.9,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/8901.csv,Power(W),MOSEK,4.48,3.37,W,5,97.7,53.6,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6593.csv,Power(W),MOSEK,5.41,5.39,W,5,95.3,21.9,True,0,-1,False,True,True
0,pv.insight.nrel,PVO/PVOutput/8271.csv,Power(W),MOSEK,5.2,4.31,W,5,94.3,20.0,True,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/8779.csv,Power(W),MOSEK,4.99,5.39,W,5,90.4,20.1,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/9895.csv,Power(W),MOSEK,4.56,1.13,W,5,80.0,17.2,True,0,0,False,False,True
0,pv.insight.nrel,PVO/PVOutput/8622.csv,Power(W),MOSEK,5.13,3.7,W,5,95.7,22.4,False,0,0,False,True,False
0,pv.insight.nrel,PVO/PVOutput/6358.csv,Power(W),MOSEK,5.37,4.61,W,5,93.1,43.7,True,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/6115.csv,Power(W),MOSEK,5.46,3.4,W,5,77.0,22.0,False,0,0,False,False,False
0,pv.insight.nrel,PVO/PVOutput/9608.csv,Power(W),MOSEK,4.95,4.67,W,5,72.3,10.5,True,0,0,False,False,True
0,pv.insight.nrel,PVO/PVOutput/9031.csv,Power(W),MOSEK,4.94,3.73,W,5,89.1,19.9,True,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/9497.csv,Power(W),MOSEK,4.99,3.35,W,5,78.7,41.6,False,0,0,False,True,True
0,pv.insight.nrel,PVO/PVOutput/8575.csv,Power(W),MOSEK,5.18,4.58,W,5,94.4,37.2,False,1,0,True,True,False
0,pv.insight.nrel,PVO/PVOutput/9707.csv,Power(W),MOSEK,4.99,3.76,W,5,57.5,4.1,True,1,0,True,False,False
