+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+---------+---------+
| Performance                  | Repeat 0                                      | Repeat 1                                      | Repeat 2                                      | Repeat 3                                      | Repeat 4                                      | Repeat 5                                      | Mean    | Std     |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+---------+---------+
| Code templates folder        | code-templates-solardatatools                 |                                               |                                               |                                               |                                               |                                               |         |         |
| Number of nodes              | 32                                            |                                               |                                               |                                               |                                               |                                               |         |         |
| Number of workers            | 32                                            |                                               |                                               |                                               |                                               |                                               |         |         |
| Instance type                | t2.large                                      |                                               |                                               |                                               |                                               |                                               |         |         |
| File name                    | logs-ip1723129113useast2computeinternal-0.csv | logs-ip1723129113useast2computeinternal-1.csv | logs-ip1723129113useast2computeinternal-2.csv | logs-ip1723129113useast2computeinternal-3.csv | logs-ip1723129113useast2computeinternal-4.csv | logs-ip1723129113useast2computeinternal-5.csv |         |         |
| total_tasks                  | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           |         |         |
| average_task_duration        | 26.63                                         | 38.33                                         | 40.07                                         | 41.04                                         | 39.28                                         | 41.83                                         | 37.86   | 5.64    |
| min_duration                 | 15.23                                         | 18.83                                         | 18.89                                         | 18.65                                         | 18.76                                         | 18.74                                         |         |         |
| shortest_task                | PVO/PVOutput/13843.csv/Power(W)               | PVO/PVOutput/18942.csv/Power(W)               | PVO/PVOutput/19806.csv/Power(W)               | PVO/PVOutput/2088.csv/Power(W)                | PVO/PVOutput/41489.csv/Power(W)               | PVO/PVOutput/40894.csv/Power(W)               |         |         |
| max_duration                 | 86.52                                         | 88.21                                         | 84.95                                         | 88.09                                         | 86.41                                         | 87.11                                         |         |         |
| longest_task                 | PVO/PVOutput/5656.csv/Power(W)                | PVO/PVOutput/5659.csv/Power(W)                | PVO/PVOutput/44910.csv/Power(W)               | PVO/PVOutput/43210.csv/Power(W)               | PVO/PVOutput/25505.csv/Power(W)               | PVO/PVOutput/43339.csv/Power(W)               |         |         |
| num_error_task               | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |         |         |
| num_unfinished_tasks         | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |         |         |
| task_duration_in_parallelism | 527.36                                        | 558.64                                        | 535.0                                         | 553.02                                        | 525.19                                        | 536.49                                        | 539.28  | 13.64   |
| tasks_durtaion_sum           | 17146.67                                      | 24687.61                                      | 25807.14                                      | 26428.16                                      | 25293.11                                      | 26935.91                                      | 24383.1 | 3633.56 |
| initial_process_time         | 209.7                                         | 73.47                                         | 56.58                                         | 54.48                                         | 56.58                                         | 49.22                                         | 83.34   | 62.44   |
| total_process_time           | 745.13                                        | 640.1                                         | 599.59                                        | 618.25                                        | 589.66                                        | 593.63                                        | 631.06  | 58.93   |
| effeciencyFactor             | 0.51                                          | 0.69                                          | 0.75                                          | 0.75                                          | 0.75                                          | 0.78                                          | 0.7     | 0.1     |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+---------+---------+
