+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+---------+
| Performance                  | Repeat 0                                      | Repeat 1                                      | Repeat 2                                      | Repeat 3                                      | Repeat 4                                      | Repeat 5                                      | Mean     | Std     |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+---------+
| Code templates folder        | code-templates-solardatatools                 |                                               |                                               |                                               |                                               |                                               |          |         |
| Number of nodes              | 16                                            |                                               |                                               |                                               |                                               |                                               |          |         |
| Number of workers            | 16                                            |                                               |                                               |                                               |                                               |                                               |          |         |
| Instance type                | t2.large                                      |                                               |                                               |                                               |                                               |                                               |          |         |
| File name                    | logs-ip1723129113useast2computeinternal-0.csv | logs-ip1723129113useast2computeinternal-1.csv | logs-ip1723129113useast2computeinternal-2.csv | logs-ip1723129113useast2computeinternal-3.csv | logs-ip1723129113useast2computeinternal-4.csv | logs-ip1723129113useast2computeinternal-5.csv |          |         |
| total_tasks                  | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           |          |         |
| average_task_duration        | 34.47                                         | 35.84                                         | 36.35                                         | 38.89                                         | 41.25                                         | 41.64                                         | 38.07    | 2.98    |
| min_duration                 | 0.45                                          | 0.47                                          | 0.44                                          | 0.49                                          | 0.51                                          | 0.47                                          |          |         |
| shortest_task                | PVO/sys_meta.csv/Inverter Power(W)            | PVO/sys_meta.csv/Inverter Power(W)            | PVO/sys_meta.csv/Inverter Power(W)            | PVO/sys_meta.csv/Panel Power(W)               | PVO/sys_meta.csv/Panel Power(W)               | PVO/sys_meta.csv/Inverter Power(W)            |          |         |
| max_duration                 | 109.36                                        | 189.22                                        | 190.72                                        | 165.32                                        | 184.05                                        | 203.65                                        |          |         |
| longest_task                 | PVO/PVOutput/13869.csv/Power(W)               | PVO/PVOutput/14064.csv/Power(W)               | PVO/PVOutput/21179.csv/Power(W)               | PVO/PVOutput/31507.csv/Power(W)               | PVO/PVOutput/17248.csv/Power(W)               | PVO/PVOutput/5654.csv/Power(W)                |          |         |
| num_error_task               | 76                                            | 76                                            | 76                                            | 76                                            | 76                                            | 76                                            |          |         |
| num_unfinished_tasks         | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |         |
| task_duration_in_parallelism | 791.59                                        | 835.51                                        | 865.03                                        | 887.95                                        | 918.46                                        | 919.92                                        | 869.74   | 50.05   |
| tasks_durtaion_sum           | 22200.99                                      | 23081.72                                      | 23410.17                                      | 25042.07                                      | 26566.6                                       | 26818.0                                       | 24519.92 | 1919.38 |
| initial_process_time         | 172.78                                        | 57.63                                         | 63.93                                         | 53.88                                         | 54.91                                         | 54.5                                          | 76.27    | 47.42   |
| total_process_time           | 973.26                                        | 901.23                                        | 941.72                                        | 950.08                                        | 981.9                                         | 982.49                                        | 955.11   | 31.32   |
| effeciencyFactor             | 0.88                                          | 0.86                                          | 0.85                                          | 0.88                                          | 0.9                                           | 0.91                                          | 0.88     | 0.02    |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+---------+
