,bucket,file,column,solver,length,capacity_estimate,power_units,data_sampling,data_quality_score,data_clearness_score,time_shifts,num_clip_points,tz_correction,inverter_clipping,normal_quality_scores,capacity_changes
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
1,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
1,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,True,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
0,pv.insight.nrel,PVO/PVOutput/10284.csv,Power(W),MOSEK,4.99,3.38,W,5,97.8,14.4,False,0,-1,False,True,False
