Feeder Name, Energy consumption 2019 run, Energy consumption 2020 run, Difference
 NY_01_5872, 8256970000.0, 9282540000.0, -1025570000.0
 NY_01_5881, 8179290000.0, 10672300000.0, -2493010000.0
 NY_01_5882, 9150920000.0, 10346500000.0, -1195580000.0
 NY_01_5961, 1344990000.0, 1271200000.0, 73790000.0
 NY_01_5963, 1783990000.0, 1866350000.0, -82360000.0
 NY_01_5964, 9868330000.0, 9075070000.0, 793260000.0
 NY_01_5965, 7754750000.0, 6939170000.0, 815580000.0
 NY_01_5966, 6025960000.0, 5292370000.0, 733590000.0
 NY_01_6051, 18843000000.0, 19080600000.0, -237600000.0
 NY_01_6052, 19555300000.0, 23293500000.0, -3738200000.0
 NY_01_6053, 26055000000.0, 25588600000.0, 466400000.0
 NY_01_6054, 10120600000.0, 13377800000.0, -3257200000.0
 NY_01_6055, 8602870000.0, 11140000000.0, -2537130000.0
 NY_01_6056, 10386100000.0, 7008090000.0, 3378010000.0
 NY_01_6057, 24574800000.0, 32401800000.0, -7827000000.0
 NY_01_6163, 6793300000.0, 6828390000.0, -35090000.0
 NY_01_6164, 9169660000.0, 10943300000.0, -1773640000.0
 NY_01_6165, 10643900000.0, 12686800000.0, -2042900000.0
 NY_01_6166, 11682700000.0, 11804500000.0, -121800000.0
 NY_01_6167, 11224600000.0, 11361300000.0, -136700000.0
 NY_01_6168, 9298010000.0, 10854700000.0, -1556690000.0
 NY_01_6362, 8690150000.0, 9426670000.0, -736520000.0
 NY_01_6363, 8885890000.0, 11127700000.0, -2241810000.0
 NY_01_6364, 9895940000.0, 13032900000.0, -3136960000.0
 NY_01_6365, 7699390000.0, 10496000000.0, -2796610000.0
 NY_01_6366, 6980410000.0, 10789800000.0, -3809390000.0
 NY_01_6661, 3862220000.0, 3874860000.0, -12640000.0
 NY_01_6761, 9577700000.0, 9997950000.0, -420250000.0
 NY_01_6762, 8584330000.0, 8228830000.0, 355500000.0
 NY_01_68451, 2818490000.0, 3643230000.0, -824740000.0
 NY_01_6861, 7981940000.0, 8134280000.0, -152340000.0
 NY_01_6863, 5603430000.0, 6858990000.0, -1255560000.0
 NY_01_6864, 6834060000.0, 8377140000.0, -1543080000.0
 NY_01_6865, 5783460000.0, 7248270000.0, -1464810000.0
 NY_01_6866, 2864530000.0, 2907630000.0, -43100000.0
 NY_01_6867, 7043130000.0, 6858890000.0, 184240000.0
 NY_01_6868, 1622290000.0, 2004980000.0, -382690000.0
 NY_01_6871, 5787150000.0, 6792790000.0, -1005640000.0
 NY_01_6873, 7528540000.0, 10539200000.0, -3010660000.0
 NY_01_99552, 16078600000.0, 20964300000.0, -4885700000.0
 NY_01_99553, 9231370000.0, 8671190000.0, 560180000.0
 NY_01_99554, 21384900000.0, 21963700000.0, -578800000.0
 NY_01_99556, 8516780000.0, 10073300000.0, -1556520000.0
 NY_01_99557, 45498200000.0, 38543400000.0, 6954800000.0
 NY_03_101151, 14548500000.0, 11956200000.0, 2592300000.0
 NY_03_10551, 25270300000.0, 34784300000.0, -9514000000.0
 NY_03_10552, 31827300000.0, 39820900000.0, -7993600000.0
 NY_03_10557, 28952200000.0, 33274900000.0, -4322700000.0
 NY_03_10558, 28239500000.0, 31921200000.0, -3681700000.0
 NY_03_12261, 4125090000.0, 4635990000.0, -510900000.0
 NY_03_12262, 5607320000.0, 4038440000.0, 1568880000.0
 NY_03_12265, 4772970000.0, 4142200000.0, 630770000.0
 NY_03_12268, 4732990000.0, 4183760000.0, 549230000.0
 NY_03_12272, 9906590000.0, 8782620000.0, 1123970000.0
 NY_03_12661, 8042060000.0, 10645100000.0, -2603040000.0
 NY_03_12662, 7198490000.0, 8535210000.0, -1336720000.0
 NY_03_12663, 7113390000.0, 7756260000.0, -642870000.0
 NY_03_12664, 5236080000.0, 6170970000.0, -934890000.0
 NY_03_12962, 12202300000.0, 13334300000.0, -1132000000.0
 NY_03_12963, 9003410000.0, 9993990000.0, -990580000.0
 NY_03_12964, 7344280000.0, 9335870000.0, -1991590000.0
 NY_03_12973, 191095000.0, 502215000.0, -311120000.0
 NY_03_12974, 10570800000.0, 11996700000.0, -1425900000.0
 NY_03_12975, 9505290000.0, 9613190000.0, -107900000.0
 NY_03_13051, 17732700000.0, 19396900000.0, -1664200000.0
 NY_03_13052, 21687400000.0, 19914600000.0, 1772800000.0
 NY_03_13053, 33368800000.0, 40862600000.0, -7493800000.0
 NY_03_13054, 11496200000.0, 11533500000.0, -37300000.0
 NY_03_13055, 25042800000.0, 32485700000.0, -7442900000.0
 NY_03_13056, 17230300000.0, 17033000000.0, 197300000.0
 NY_03_13057, 5100800000.0, 6225000000.0, -1124200000.0
 NY_03_13058, 33820100000.0, 36283900000.0, -2463800000.0
 NY_03_17061, 7101370000.0, 7757380000.0, -656010000.0
 NY_03_17063, 12611000000.0, 15355600000.0, -2744600000.0
 NY_03_17064, 6643860000.0, 7612770000.0, -968910000.0
 NY_03_17161, 6163030000.0, 8226480000.0, -2063450000.0
 NY_03_17163, 5462220000.0, 6160370000.0, -698150000.0
 NY_03_17164, 6345690000.0, 8014710000.0, -1669020000.0
 NY_03_20651, 22427300000.0, 23324600000.0, -897300000.0
 NY_03_20652, 10584600000.0, 10202200000.0, 382400000.0
 NY_03_20653, 39608000000.0, 46578200000.0, -6970200000.0
 NY_03_20654, 26708600000.0, 30623900000.0, -3915300000.0
 NY_03_20655, 41765600000.0, 50130100000.0, -8364500000.0
 NY_03_20656, 9555060000.0, 11163200000.0, -1608140000.0
 NY_03_20951, 22978400000.0, 23101100000.0, -122700000.0
 NY_03_20952, 31150200000.0, 29600900000.0, 1549300000.0
 NY_03_20953, 17718900000.0, 22783900000.0, -5065000000.0
 NY_03_20954, 29272400000.0, 39268000000.0, -9995600000.0
 NY_03_21050, 24922600000.0, 24096300000.0, 826300000.0
 NY_03_21051, 24566400000.0, 23872600000.0, 693800000.0
 NY_03_21052, 24074100000.0, 24078700000.0, -4600000.0
 NY_03_21053, 35163200000.0, 37981400000.0, -2818200000.0
 NY_03_21054, 21063800000.0, 20532000000.0, 531800000.0
 NY_03_21461, 4990090000.0, 4874420000.0, 115670000.0
 NY_03_21462, 10324900000.0, 10891300000.0, -566400000.0
 NY_03_21463, 10545900000.0, 10307500000.0, 238400000.0
 NY_03_21464, 5503930000.0, 6324270000.0, -820340000.0
 NY_03_21465, 7341100000.0, 7110610000.0, 230490000.0
 NY_03_21550, 11555700000.0, 9858520000.0, 1697180000.0
 NY_03_21551, 1146780000.0, 811100000.0, 335680000.0
 NY_03_21552, 28149300000.0, 24071100000.0, 4078200000.0
 NY_03_21553, 26536100000.0, 14694500000.0, 11841600000.0
 NY_03_21554, 8839170000.0, 9208830000.0, -369660000.0
 NY_03_21555, 18850500000.0, 25811100000.0, -6960600000.0
 NY_03_21556, 18474900000.0, 10146300000.0, 8328600000.0
 NY_03_21650, 22073300000.0, 18048000000.0, 4025300000.0
 NY_03_21651, 26244100000.0, 28449300000.0, -2205200000.0
 NY_03_21652, 30361200000.0, 32474000000.0, -2112800000.0
 NY_03_21653, 23491100000.0, 27026600000.0, -3535500000.0
 NY_03_21751, 45314300000.0, 43275200000.0, 2039100000.0
 NY_03_21752, 21132600000.0, 22309800000.0, -1177200000.0
 NY_03_21753, 19108800000.0, 25194600000.0, -6085800000.0
 NY_03_21754, 37999500000.0, 40933900000.0, -2934400000.0
 NY_03_22451, 27823800000.0, 26218900000.0, 1604900000.0
 NY_03_22452, 18287000000.0, 18442500000.0, -155500000.0
 NY_03_22453, 14845800000.0, 18916300000.0, -4070500000.0
 NY_03_22454, 24376100000.0, 20016100000.0, 4360000000.0
 NY_03_22455, 20225500000.0, 14640900000.0, 5584600000.0
 NY_03_22457, 22302700000.0, 18925000000.0, 3377700000.0
 NY_03_22458, 13440300000.0, 12052400000.0, 1387900000.0
 NY_03_23251, 20448600000.0, 24937200000.0, -4488600000.0
 NY_03_23252, 36932900000.0, 35058300000.0, 1874600000.0
 NY_03_23253, 19104400000.0, 22961100000.0, -3856700000.0
 NY_03_23255, 5347200000.0, 6652660000.0, -1305460000.0
 NY_03_23256, 24869600000.0, 32739900000.0, -7870300000.0
 NY_03_23257, 13337100000.0, 10830100000.0, 2507000000.0
 NY_03_6451, 46117300000.0, 42684600000.0, 3432700000.0
 NY_03_6452, 21667400000.0, 29131600000.0, -7464200000.0
 NY_03_6453, 25386800000.0, 32575100000.0, -7188300000.0
 NY_03_6454, 15445800000.0, 6194200000.0, 9251600000.0
 NY_03_6457, 23574300000.0, 29886300000.0, -6312000000.0
 NY_03_6458, 6066250000.0, 10997200000.0, -4930950000.0
 NY_03_7161, 15234300000.0, 16437700000.0, -1203400000.0
 NY_03_7162, 12735300000.0, 7410380000.0, 5324920000.0
 NY_03_7461, 10145800000.0, 11484800000.0, -1339000000.0
 NY_03_7462, 8305630000.0, 9150770000.0, -845140000.0
 NY_03_7463, 8899090000.0, 8526360000.0, 372730000.0
 NY_03_7464, 4919860000.0, 5211740000.0, -291880000.0
 NY_03_7465, 5223290000.0, 6059820000.0, -836530000.0
 NY_03_7466, 2773090000.0, 2842810000.0, -69720000.0
 NY_03_7651, 8039990000.0, 11136100000.0, -3096110000.0
 NY_03_7652, 35387300000.0, 41168400000.0, -5781100000.0
 NY_03_7654, 10197000000.0, 11425200000.0, -1228200000.0
 NY_03_7655, 24544300000.0, 31615100000.0, -7070800000.0
 NY_03_7656, 18738300000.0, 23304300000.0, -4566000000.0
 NY_03_7761, 4475410000.0, 4404530000.0, 70880000.0
 NY_03_7763, 3921110000.0, 2994040000.0, 927070000.0
 NY_03_7764, 1847040000.0, 1879490000.0, -32450000.0
 NY_03_7765, 8576250000.0, 10145700000.0, -1569450000.0
 NY_03_7766, 8139700000.0, 9253820000.0, -1114120000.0
 NY_03_7861, 7865450000.0, 9535650000.0, -1670200000.0
 NY_03_7862, 6699200000.0, 6458050000.0, 241150000.0
 NY_03_7863, 4750990000.0, 5908710000.0, -1157720000.0
 NY_03_7864, 8955030000.0, 10610300000.0, -1655270000.0
 NY_03_7865, 8763560000.0, 9433010000.0, -669450000.0
 NY_03_7866, 4394700000.0, 6868640000.0, -2473940000.0
 NY_03_7867, 11152200000.0, 12230100000.0, -1077900000.0
 NY_03_7868, 10137800000.0, 13218000000.0, -3080200000.0
 NY_03_7961, 7866600000.0, 9490470000.0, -1623870000.0
 NY_03_7962, 7486630000.0, 8299040000.0, -812410000.0
 NY_03_7963, 5741950000.0, 5700580000.0, 41370000.0
 NY_03_7966, 6075410000.0, 7462090000.0, -1386680000.0
 NY_03_7968, 5586860000.0, 6911690000.0, -1324830000.0
 NY_03_8061, 5270370000.0, 5447560000.0, -177190000.0
 NY_03_8065, 6423830000.0, 5830810000.0, 593020000.0
 NY_03_8068, 9388770000.0, 12701600000.0, -3312830000.0
 NY_03_8162, 1350310000.0, 1346210000.0, 4100000.0
 NY_03_8163, 614041000.0, 657299000.0, -43258000.0
 NY_03_8164, 11691900000.0, 10006700000.0, 1685200000.0
 NY_03_8165, 3102820000.0, 7978830000.0, -4876010000.0
 NY_03_8166, 6395090000.0, 5386270000.0, 1008820000.0
 NY_03_8167, 8304590000.0, 6816700000.0, 1487890000.0
 NY_03_8168, 3077230000.0, 3012860000.0, 64370000.0
 NY_03_8267, 3940700000.0, 3793970000.0, 146730000.0
 NY_03_8268, 5727550000.0, 6722530000.0, -994980000.0
 NY_03_8270, 6852780000.0, 7364470000.0, -511690000.0
 NY_03_8272, 4613230000.0, 5028740000.0, -415510000.0
 NY_03_8274, 1983000000.0, 201471000.0, 1781529000.0
 NY_03_8275, 2434860000.0, 2583210000.0, -148350000.0
 NY_03_8276, 1052740000.0, 1030000000.0, 22740000.0
 NY_03_8361, 2914770000.0, 2861570000.0, 53200000.0
 NY_03_8362, 2052550000.0, 2134780000.0, -82230000.0
 NY_03_8363, 8102390000.0, 10347000000.0, -2244610000.0
 NY_03_8364, 8142830000.0, 9348410000.0, -1205580000.0
 NY_03_8369, 6497830000.0, 8059220000.0, -1561390000.0
 NY_03_8371, 6351640000.0, 7116630000.0, -764990000.0
 NY_03_8562, 4045550000.0, 8334600000.0, -4289050000.0
 NY_03_8563, 3775180000.0, 9007180000.0, -5232000000.0
 NY_03_8564, 3374210000.0, 6108220000.0, -2734010000.0
 NY_03_8565, 8278310000.0, 4701050000.0, 3577260000.0
 NY_03_8566, 5772840000.0, 6009540000.0, -236700000.0
 NY_03_8567, 6786870000.0, 7620070000.0, -833200000.0
 NY_03_8663, 7294000000.0, 2779120000.0, 4514880000.0
 NY_03_8664, 2225550000.0, 2513340000.0, -287790000.0
 NY_03_8763, 11234500000.0, 11981900000.0, -747400000.0
 NY_03_8764, 10276700000.0, 10802200000.0, -525500000.0
 NY_03_8862, 9720700000.0, 10422600000.0, -701900000.0
 NY_03_8863, 7477850000.0, 9150990000.0, -1673140000.0
 NY_03_8963, 13502000000.0, 10048400000.0, 3453600000.0
 NY_03_8964, 12267100000.0, 10440700000.0, 1826400000.0
 NY_03_9361, 11503400000.0, 12880900000.0, -1377500000.0
 NY_03_9362, 10376400000.0, 11780100000.0, -1403700000.0
 NY_03_9363, 8173150000.0, 11323300000.0, -3150150000.0
 NY_03_9751, 816527000.0, 823838000.0, -7311000.0
 NY_03_9752, 585940000.0, 505782000.0, 80158000.0
 NY_03_9753, 42452000000.0, 51620000000.0, -9168000000.0
 NY_03_9754, 18853500000.0, 18568100000.0, 285400000.0
 NY_03_9755, 4865120000.0, 260359000.0, 4604761000.0
 NY_03_9756, 8641830000.0, 9625660000.0, -983830000.0
 NY_03_9757, 20443400000.0, 25342200000.0, -4898800000.0
 NY_03_9758, 5380780000.0, 5962760000.0, -581980000.0
 NY_04_0152, 41020100000.0, 37932900000.0, 3087200000.0
 NY_04_0153, 5627920000.0, 11229900000.0, -5601980000.0
 NY_04_0154, 17304400000.0, 22547800000.0, -5243400000.0
 NY_04_0155, 36085400000.0, 39656000000.0, -3570600000.0
 NY_04_0156, 25182200000.0, 23883300000.0, 1298900000.0
 NY_04_0157, 25757200000.0, 28810900000.0, -3053700000.0
 NY_04_0158, 4720710000.0, 5871310000.0, -1150600000.0
 NY_04_0361, 4221650000.0, 4726790000.0, -505140000.0
 NY_04_0362, 12628700000.0, 16043000000.0, -3414300000.0
 NY_04_0363, 8097070000.0, 10842200000.0, -2745130000.0
 NY_04_0455, 15769500000.0, 20125600000.0, -4356100000.0
 NY_04_0456, 38058900000.0, 43534900000.0, -5476000000.0
 NY_04_0457, 15456500000.0, 19540700000.0, -4084200000.0
 NY_04_1261, 13774700000.0, 16003000000.0, -2228300000.0
 NY_04_1262, 11300000000.0, 14390100000.0, -3090100000.0
 NY_04_1263, 7136520000.0, 8543880000.0, -1407360000.0
 NY_04_1561, 5609680000.0, 5697040000.0, -87360000.0
 NY_04_1562, 1455340000.0, 1766980000.0, -311640000.0
 NY_04_1661, 6154350000.0, 10630100000.0, -4475750000.0
 NY_04_1662, 4420270000.0, 11131700000.0, -6711430000.0
 NY_04_1861, 3327980000.0, 4101850000.0, -773870000.0
 NY_04_1863, 9242510000.0, 12135300000.0, -2892790000.0
 NY_04_1961, 9696700000.0, 13289300000.0, -3592600000.0
 NY_04_2062, 11901400000.0, 15614300000.0, -3712900000.0
 NY_04_2161, 4906960000.0, 5048820000.0, -141860000.0
 NY_04_2261, 1405760000.0, 1370860000.0, 34900000.0
 NY_04_2262, 8900400000.0, 10286000000.0, -1385600000.0
 NY_04_22651, 18604900000.0, 21737800000.0, -3132900000.0
 NY_04_22652, 16712800000.0, 22350100000.0, -5637300000.0
 NY_04_22653, 37403600000.0, 44531600000.0, -7128000000.0
 NY_04_2361, 5828010000.0, 6426350000.0, -598340000.0
 NY_04_2362, 3707410000.0, 5695400000.0, -1987990000.0
 NY_04_2851, 16635900000.0, 17960600000.0, -1324700000.0
 NY_04_2852, 24797800000.0, 20942100000.0, 3855700000.0
 NY_04_2855, 37481000000.0, 40242900000.0, -2761900000.0
 NY_04_2856, 26492900000.0, 38542000000.0, -12049100000.0
 NY_04_2951, 17298700000.0, 22387500000.0, -5088800000.0
 NY_04_2952, 13553600000.0, 15838300000.0, -2284700000.0
 NY_05_13051, 6620480000.0, 4030930000.0, 2589550000.0
 NY_05_3251, 7815620000.0, 10946000000.0, -3130380000.0
 NY_05_3252, 6596620000.0, 8290280000.0, -1693660000.0
 NY_05_3253, 17814100000.0, 21190400000.0, -3376300000.0
 NY_05_3662, 10498000000.0, 11755200000.0, -1257200000.0
 NY_05_3761, 12409400000.0, 15668700000.0, -3259300000.0
 NY_05_3762, 11361400000.0, 14162500000.0, -2801100000.0
 NY_05_3763, 2254870000.0, 3921270000.0, -1666400000.0
 NY_05_3851, 13037800000.0, 14474200000.0, -1436400000.0
 NY_05_4061, 13775600000.0, 16438000000.0, -2662400000.0
 NY_05_4062, 9011020000.0, 6773450000.0, 2237570000.0
 NY_05_4161, 2078110000.0, 1899030000.0, 179080000.0
 NY_05_4361, 9948900000.0, 11455500000.0, -1506600000.0
 NY_05_4362, 6373160000.0, 5281840000.0, 1091320000.0
 NY_05_4363, 4254610000.0, 5225260000.0, -970650000.0
 NY_05_438151, 8107240000.0, 8864570000.0, -757330000.0
 NY_05_438152, 13495600000.0, 13721300000.0, -225700000.0
 NY_05_5051, 40029300000.0, 41977800000.0, -1948500000.0
 NY_05_5052, 23940600000.0, 28125100000.0, -4184500000.0
 NY_05_5053, 31270800000.0, 38497400000.0, -7226600000.0
 NY_05_5151, 20696700000.0, 17046600000.0, 3650100000.0
 NY_05_5152, 42090600000.0, 41902100000.0, 188500000.0
 NY_05_5153, 19003400000.0, 24085100000.0, -5081700000.0
 NY_05_5155, 41020700000.0, 41321100000.0, -300400000.0
 NY_05_5156, 35366800000.0, 46495800000.0, -11129000000.0
 NY_05_5157, 24157300000.0, 27906600000.0, -3749300000.0
 NY_05_5261, 10702400000.0, 16605700000.0, -5903300000.0
 NY_05_5262, 4207930000.0, 6102050000.0, -1894120000.0
 NY_05_5351, 20564600000.0, 16595300000.0, 3969300000.0
 NY_05_5352, 18459400000.0, 12498100000.0, 5961300000.0
 NY_05_5551, 10383700000.0, 12122200000.0, -1738500000.0
 NY_05_5552, 10676700000.0, 13212100000.0, -2535400000.0
 NY_06_7251, 17875800000.0, 19800500000.0, -1924700000.0
 NY_06_7252, 3707980000.0, 24476700000.0, -20768720000.0
 NY_06_7361, 5525060000.0, 6515160000.0, -990100000.0
 NY_06_7362, 13166300000.0, 16785500000.0, -3619200000.0
 NY_06_7363, 4990100000.0, 6031350000.0, -1041250000.0
 NY_06_7451, 27383000000.0, 31684300000.0, -4301300000.0
 NY_06_7452, 24170900000.0, 32419600000.0, -8248700000.0
 NY_06_7457, 35328700000.0, 33358500000.0, 1970200000.0
 NY_06_7458, 23671300000.0, 30041800000.0, -6370500000.0
 NY_06_7459, 37462300000.0, 31900500000.0, 5561800000.0
 NY_06_7653, 21791900000.0, 23654000000.0, -1862100000.0
 NY_06_7654, 9244000000.0, -1443140000.0, 10687140000.0
 NY_06_7655, 14372300000.0, 16595500000.0, -2223200000.0
 NY_06_7656, 34379600000.0, 37591900000.0, -3212300000.0
 NY_06_7657, 44683900000.0, 41368500000.0, 3315400000.0
 NY_06_7761, 10394100000.0, 12998100000.0, -2604000000.0
 NY_06_7764, 4964470000.0, 6626160000.0, -1661690000.0
 NY_06_7765, 6177850000.0, 7956680000.0, -1778830000.0
 NY_06_7861, 10592200000.0, 13912600000.0, -3320400000.0
 NY_06_7862, 218017000.0, 88844000.0, 129173000.0
 NY_06_7863, 9554900000.0, 11951500000.0, -2396600000.0
 NY_06_7951, 7977510000.0, 13058500000.0, -5080990000.0
 NY_06_7952, 26060700000.0, 25717500000.0, 343200000.0
 NY_06_8061, 5395740000.0, 6569650000.0, -1173910000.0
 NY_06_8062, 2820480000.0, 2708240000.0, 112240000.0
 NY_06_8063, 7017430000.0, 8758380000.0, -1740950000.0
 NY_06_8064, 10734700000.0, 12650300000.0, -1915600000.0
 NY_06_8251, 16608400000.0, 20879300000.0, -4270900000.0
 NY_06_8252, 7198230000.0, 7643310000.0, -445080000.0
 NY_06_8253, 30363300000.0, 37567300000.0, -7204000000.0
 NY_06_8254, 24144700000.0, 31933700000.0, -7789000000.0
 NY_06_8462, 11712000000.0, 10328500000.0, 1383500000.0
 NY_06_9061, 10185500000.0, 13152200000.0, -2966700000.0
 NY_06_9063, 12324400000.0, 15045400000.0, -2721000000.0
 NY_06_9261, 3913530000.0, 4872240000.0, -958710000.0
 NY_06_9263, 7984240000.0, 10268300000.0, -2284060000.0
 NY_06_9561, 10096500000.0, 11433400000.0, -1336900000.0
 NY_06_9562, 2737760000.0, 4176040000.0, -1438280000.0
 NY_06_9563, 8658590000.0, 9202820000.0, -544230000.0
 NY_06_9861, 5993750000.0, 6635110000.0, -641360000.0
 NY_06_9863, 14330800000.0, 10442500000.0, 3888300000.0
 NY_07_18061, 12351200000.0, 14930800000.0, -2579600000.0
 NY_07_18151, 15167000000.0, 16628100000.0, -1461100000.0
 NY_07_18251, 16567100000.0, 22491200000.0, -5924100000.0
 NY_07_18252, 13375600000.0, 18600500000.0, -5224900000.0
 NY_07_18253, 10325100000.0, 13722700000.0, -3397600000.0
 NY_07_18254, 23027400000.0, 29904400000.0, -6877000000.0
 NY_07_8251, 19880200000.0, 20789000000.0, -908800000.0
 NY_07_8361, 9088970000.0, 10967400000.0, -1878430000.0
 NY_07_8362, 8119040000.0, 10781900000.0, -2662860000.0
 NY_07_8861, 5993200000.0, 6801430000.0, -808230000.0
 NY_07_8862, 7093740000.0, 8289870000.0, -1196130000.0
 NY_07_9151, 27079100000.0, 33716500000.0, -6637400000.0
 NY_07_9152, 32009700000.0, 36050400000.0, -4040700000.0
 NY_07_9153, 9965520000.0, 12199700000.0, -2234180000.0
 NY_07_9154, 6974170000.0, 8526950000.0, -1552780000.0
 NY_07_9261, 7510900000.0, 7643680000.0, -132780000.0
 NY_07_9262, 6052400000.0, 6747630000.0, -695230000.0
 NY_07_9351, 25143100000.0, 26089800000.0, -946700000.0
 NY_07_9352, 16932600000.0, 19266100000.0, -2333500000.0
 NY_07_9353, 40333500000.0, 39036200000.0, 1297300000.0
 NY_07_9354, 39738300000.0, 46662100000.0, -6923800000.0
 NY_08_15151, 16840300000.0, 1064310000.0, 15775990000.0
 NY_08_15351, 12267100000.0, 14606500000.0, -2339400000.0
 NY_08_15352, 21931700000.0, 28342700000.0, -6411000000.0
 NY_08_15353, 20966200000.0, 28098300000.0, -7132100000.0
 NY_08_15451, 21738200000.0, 23049400000.0, -1311200000.0
 NY_08_15452, 32009500000.0, 31739900000.0, 269600000.0
 NY_08_15453, 1236240000.0, 1165360000.0, 70880000.0
 NY_08_15454, 8883690000.0, 8383880000.0, 499810000.0
 NY_08_5361, 5733790000.0, 6381870000.0, -648080000.0
 NY_08_5362, 5930850000.0, 6291450000.0, -360600000.0
 NY_08_6161, 6227440000.0, 7591460000.0, -1364020000.0
 NY_08_6162, 7487330000.0, 8325320000.0, -837990000.0
 NY_08_6353, 22142000000.0, 24019600000.0, -1877600000.0
 NY_08_6354, 21727900000.0, 212087000.0, 21515813000.0
 NY_08_6355, 12340100000.0, 11753300000.0, 586800000.0
 NY_08_7261, 8703510000.0, 12201700000.0, -3498190000.0
 NY_08_9952, 44100200000.0, 38159400000.0, 5940800000.0
 NY_08_9953, 13447500000.0, 13586900000.0, -139400000.0
 NY_08_9954, 14316400000.0, 18576000000.0, -4259600000.0
 NY_08_9955, 22860400000.0, 23601400000.0, -741000000.0
 NY_08_9956, 24144000000.0, 21393300000.0, 2750700000.0
 NY_08_9957, 472888000.0, 519058000.0, -46170000.0
 NY_09_15054, 31323500000.0, 25957100000.0, 5366400000.0
 NY_09_15055, 26301100000.0, 28607800000.0, -2306700000.0
 NY_09_15056, 29208300000.0, 29260700000.0, -52400000.0
 NY_09_15961, 5749940000.0, 6997110000.0, -1247170000.0
 NY_09_15962, 6258480000.0, 6318170000.0, -59690000.0
 NY_09_15963, 4685760000.0, 5660610000.0, -974850000.0
 NY_09_5261, 16142800000.0, 13282600000.0, 2860200000.0
 NY_09_5461, 4287830000.0, 4958450000.0, -670620000.0
 NY_09_5462, 3715990000.0, 4207370000.0, -491380000.0
 NY_09_5561, 5329470000.0, 5494150000.0, -164680000.0
 NY_09_5562, 4911560000.0, 5382270000.0, -470710000.0
 NY_09_5651, 9112170000.0, 10222100000.0, -1109930000.0
 NY_09_5761, 16129000000.0, 10107100000.0, 6021900000.0
 NY_09_5762, 15861900000.0, 13897800000.0, 1964100000.0
 NY_09_6061, 1088760000.0, 1304920000.0, -216160000.0
 NY_09_6063, 8285610000.0, 7368440000.0, 917170000.0
 NY_09_6261, 7178560000.0, 7190490000.0, -11930000.0
 NY_09_6561, 10988400000.0, 11644600000.0, -656200000.0
 NY_09_6661, 5707110000.0, 7089270000.0, -1382160000.0
 NY_09_6662, 4602270000.0, 5167670000.0, -565400000.0
 NY_09_6861, 5953560000.0, 6929230000.0, -975670000.0
 NY_09_6961, 10380500000.0, 11561100000.0, -1180600000.0
 NY_09_6962, 10720600000.0, 11417000000.0, -696400000.0
 NY_09_6963, 3222190000.0, 3414910000.0, -192720000.0
 NY_09_7061, 5396900000.0, 6660340000.0, -1263440000.0
 NY_09_7161, 3989360000.0, 4552650000.0, -563290000.0
 NY_09_7162, 6776690000.0, 7300240000.0, -523550000.0
 NY_09_7861, 2263920000.0, 2680060000.0, -416140000.0
 NY_09_7955, 18554100000.0, 19894800000.0, -1340700000.0
 NY_09_7958, 2718670000.0, 3236360000.0, -517690000.0
 NY_09_9861, 1390650000.0, 1575940000.0, -185290000.0
 NY_10_0461, 8810640000.0, 10577700000.0, -1767060000.0
 NY_10_0561, 8114520000.0, 8077980000.0, 36540000.0
 NY_10_0562, 3016530000.0, 2901890000.0, 114640000.0
 NY_10_0563, 6636370000.0, 6673760000.0, -37390000.0
 NY_10_0661, 6062360000.0, 6953790000.0, -891430000.0
 NY_10_0662, 2399570000.0, 3007840000.0, -608270000.0
 NY_10_0962, 4899020000.0, 4938010000.0, -38990000.0
 NY_10_10161, 5308440000.0, 5604490000.0, -296050000.0
 NY_10_10361, 4888190000.0, 4895360000.0, -7170000.0
 NY_10_10451, 5998090000.0, 6254450000.0, -256360000.0
 NY_10_1161, 5551680000.0, 7081890000.0, -1530210000.0
 NY_10_1162, 6801980000.0, 4808180000.0, 1993800000.0
 NY_10_1361, 8839390000.0, 9777040000.0, -937650000.0
 NY_10_1362, 5289930000.0, 6571770000.0, -1281840000.0
 NY_10_1451, 5985320000.0, 5770860000.0, 214460000.0
 NY_10_1452, 4399550000.0, 5419160000.0, -1019610000.0
 NY_10_1561, 7055620000.0, 7131630000.0, -76010000.0
 NY_10_1562, 3609260000.0, 5994810000.0, -2385550000.0
 NY_10_1661, 3236120000.0, 3650200000.0, -414080000.0
 NY_10_1961, 7392280000.0, 7430950000.0, -38670000.0
 NY_10_2252, 19093100000.0, 19607100000.0, -514000000.0
 NY_10_2253, 15744300000.0, 16530100000.0, -785800000.0
 NY_10_2254, 6489930000.0, 7223560000.0, -733630000.0
 NY_10_2255, 14732500000.0, 12582200000.0, 2150300000.0
 NY_10_2256, 19573500000.0, 20253400000.0, -679900000.0
 NY_10_2257, 26114800000.0, 24540100000.0, 1574700000.0
 NY_10_2361, 7412780000.0, 5473590000.0, 1939190000.0
 NY_10_2362, 7761360000.0, 8952550000.0, -1191190000.0
 NY_10_2363, 4589270000.0, 5200520000.0, -611250000.0
 NY_10_2461, 11443300000.0, 12419300000.0, -976000000.0
 NY_10_2462, 4662610000.0, 5362940000.0, -700330000.0
 NY_10_2463, 8098050000.0, 8269610000.0, -171560000.0
