,bucket,delay,delayTime,duration,start,end
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853618.8027067,1660853623.8080919
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853619.2978227,1660853624.303291
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853619.359921,1660853624.3653023
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853619.8644214,1660853624.8697507
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853623.3790944,1660853628.3822415
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853623.8590326,1660853628.8640685
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853624.4437826,1660853629.4492097
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853624.975904,1660853629.9813616
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853625.441074,1660853630.446526
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853625.913228,1660853630.9161198
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853626.3968,1660853631.3990645
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853626.8798852,1660853631.8852687
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853627.3909647,1660853632.3963826
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853627.926872,1660853632.9294229
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853628.4654942,1660853633.4708915
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853628.9938598,1660853633.9993548
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853629.5840015,1660853634.5893672
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853630.0651448,1660853635.0677524
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853630.5449808,1660853635.5503905
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853631.048129,1660853636.0521786
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853631.5229192,1660853636.5283191
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853632.065691,1660853637.071166
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853632.5912178,1660853637.5950265
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853633.063892,1660853638.0693696
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853633.5880327,1660853638.5935514
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853634.0736253,1660853639.0791256
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853634.56632,1660853639.571697
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853635.0561771,1660853640.0615425
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853635.5515306,1660853640.5525467
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853636.0764852,1660853641.081827
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853636.5611255,1660853641.565318
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853637.054498,1660853642.059811
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853637.5420005,1660853642.5473971
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853638.0696776,1660853643.0728152
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853638.6217518,1660853643.6259792
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853639.1287313,1660853644.1333938
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853639.666944,1660853644.6722867
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853640.1574323,1660853645.162806
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853640.649378,1660853645.654753
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853641.1336274,1660853646.1390736
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853641.6286495,1660853646.634094
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853642.1661797,1660853647.1715188
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853642.6390264,1660853647.6444578
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853643.1306298,1660853648.1327224
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853643.611093,1660853648.6161036
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853644.0863798,1660853649.08809
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853644.5859601,1660853649.5913951
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853645.0674515,1660853650.0728798
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853645.5568755,1660853650.562264
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853646.0489461,1660853651.0543437
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853646.5337512,1660853651.5391662
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853647.1222477,1660853652.1277163
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853647.6031303,1660853652.6085656
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853648.092007,1660853653.097452
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853648.5797026,1660853653.585202
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853649.0513122,1660853654.0567412
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853649.5168865,1660853654.5202231
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853650.0201504,1660853655.025607
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853650.5351472,1660853655.5405378
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853651.0278988,1660853656.0333261
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853651.5310986,1660853656.53651
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853652.0157473,1660853657.020091
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853652.5243745,1660853657.528167
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853653.003741,1660853658.0083177
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853653.4966776,1660853658.5001433
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853653.9847324,1660853658.9901967
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853654.4803455,1660853659.4857001
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853654.9566677,1660853659.9620626
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853655.4466286,1660853660.452002
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853655.9413548,1660853660.9467294
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853656.422844,1660853661.4281154
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853656.9155316,1660853661.9199083
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853657.4270797,1660853662.432158
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853657.9311879,1660853662.9365842
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853658.4372747,1660853663.4426417
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853658.9017627,1660853663.90414
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853659.4188783,1660853664.424108
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853659.8732867,1660853664.874051
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853660.3395813,1660853665.3450916
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853660.8921568,1660853665.8962233
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853661.358269,1660853666.3629344
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853661.9012809,1660853666.906681
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853662.3841393,1660853667.3881054
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853662.8869913,1660853667.892457
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853663.3929238,1660853668.3961205
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853663.8759787,1660853668.87735
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853664.3744557,1660853669.3800132
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853664.9070554,1660853669.9103708
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853665.441497,1660853670.4451993
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853665.940406,1660853670.9459102
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853666.4414532,1660853671.4467857
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853666.9383564,1660853671.943734
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853667.4322665,1660853672.4346492
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853667.9918156,1660853672.9967337
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853668.4849522,1660853673.4901211
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853668.9734423,1660853673.9769516
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853669.521348,1660853674.5254767
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853670.0211256,1660853675.0241237
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853670.50087,1660853675.5062234
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853671.044514,1660853676.0491261
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853671.55438,1660853676.5597472
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853672.0269709,1660853677.0296674
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853672.581265,1660853677.5866728
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853673.0712142,1660853678.0766187
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853673.5647485,1660853678.568163
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853674.0623507,1660853679.06368
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853674.562598,1660853679.5679958
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853675.058034,1660853680.0601192
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853675.535467,1660853680.5404437
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853676.0277915,1660853681.032082
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853676.5837157,1660853681.5891242
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853677.086792,1660853682.0912163
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853677.6699965,1660853682.6754255
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853678.1575394,1660853683.1629305
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853678.6526616,1660853683.6561978
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853679.1451137,1660853684.1506226
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853679.6404076,1660853684.6458395
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853680.1235142,1660853685.1289635
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853680.625361,1660853685.6308684
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853681.1056547,1660853686.1110842
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853681.5874288,1660853686.5887935
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853682.1766686,1660853687.1821783
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853682.706739,1660853687.712111
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853683.198623,1660853688.204035
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853683.691541,1660853688.6969192
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853684.228749,1660853689.2300222
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853684.821829,1660853689.8235998
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853685.32418,1660853690.3290002
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853685.8027172,1660853690.8060296
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853686.2891335,1660853691.294574
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853686.7811322,1660853691.786503
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853687.303759,1660853692.3068633
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853687.7787213,1660853692.784087
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853688.2637186,1660853693.269129
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853688.738306,1660853693.743662
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853689.28543,1660853694.2881637
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853689.771335,1660853694.7767923
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853690.2547612,1660853695.2581322
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853690.732343,1660853695.736082
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853691.210381,1660853696.2149482
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853691.69161,1660853696.696071
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853692.2107587,1660853697.2161236
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853692.6886961,1660853697.6921713
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853693.187379,1660853698.1928377
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853693.6876152,1660853698.6930351
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853694.223307,1660853699.2241936
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853694.7076492,1660853699.7121038
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853695.2135286,1660853700.2190044
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853695.7193153,1660853700.7210033
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853696.2063181,1660853701.208121
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853696.6904652,1660853701.6939843
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853697.1847656,1660853702.1902826
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853697.6766682,1660853702.682204
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853698.151474,1660853703.1537955
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853698.6470358,1660853703.6521056
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853699.1352684,1660853704.1406407
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853699.6196334,1660853704.625032
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853700.1238134,1660853705.1292496
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853700.6099849,1660853705.6123838
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853701.1127925,1660853706.1179407
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853701.6129508,1660853706.6183395
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853702.112603,1660853707.1163733
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853702.6575532,1660853707.6595645
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853703.1538525,1660853708.1592233
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853703.6497407,1660853708.6551032
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853704.1284726,1660853709.1338468
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853704.6277432,1660853709.6331372
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853705.124766,1660853710.129079
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853705.6293206,1660853710.63478
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853706.1278799,1660853711.1321359
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853706.6163075,1660853711.6217372
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853707.113681,1660853712.1190898
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853707.6052837,1660853712.605752
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853708.1156864,1660853713.1210515
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853708.6259458,1660853713.626986
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853709.1084156,1660853714.113898
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853709.5864456,1660853714.588128
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853710.094492,1660853715.0999873
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853710.5955966,1660853715.6010127
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853711.077906,1660853716.0833623
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853711.5954902,1660853716.600938
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853712.113878,1660853717.1193643
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853712.6196537,1660853717.6251745
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853713.1280143,1660853718.1300132
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853713.675921,1660853718.681453
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853714.2260222,1660853719.2281682
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853714.7392359,1660853719.739751
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853715.262766,1660853720.2681615
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853715.760588,1660853720.765992
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853716.2974222,1660853721.3028028
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853716.832798,1660853721.8381906
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853717.3305569,1660853722.3321402
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853717.8489065,1660853722.8543072
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853718.3348224,1660853723.3401344
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853718.8386302,1660853723.8400416
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853719.3418334,1660853724.3471954
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853719.8293014,1660853724.8346734
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853720.3782651,1660853725.3837013
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853720.881099,1660853725.8833313
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853721.3610637,1660853726.3640778
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853721.852218,1660853726.8577642
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853722.348472,1660853727.353851
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853722.838468,1660853727.8438585
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853723.3585396,1660853728.3639581
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853723.8378634,1660853728.8401053
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853724.3223498,1660853729.327765
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853724.807573,1660853729.809036
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853725.2933397,1660853730.2987823
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853725.7873495,1660853730.792778
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853726.3262167,1660853731.3316526
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853726.8039074,1660853731.8088722
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853727.3194375,1660853732.3217967
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853727.8298285,1660853732.835252
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853728.315881,1660853733.3213499
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853728.8001945,1660853733.8056843
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853729.2911396,1660853734.2966897
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853729.8237295,1660853734.829217
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853730.3177776,1660853735.320198
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853730.852499,1660853735.8578541
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853731.3526688,1660853736.3561285
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853731.8389492,1660853736.8443995
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853732.3196542,1660853737.320169
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853732.7957304,1660853737.8011599
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853733.2821603,1660853738.286216
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853733.781884,1660853738.787281
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853734.253267,1660853739.258667
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853734.7832186,1660853739.7885847
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853735.273657,1660853740.276212
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853735.7667143,1660853740.772075
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853736.2461474,1660853741.2514915
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853736.7353983,1660853741.7407703
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853737.2377138,1660853742.2397199
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853737.8295271,1660853742.8311443
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853738.3383255,1660853743.3437095
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853738.82164,1660853743.8270545
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853739.3290625,1660853744.3344746
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853739.8827279,1660853744.8880785
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853740.3856812,1660853745.3900142
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853740.876854,1660853745.8801792
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660853741.3732693,1660853746.3787038
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660853741.9090276,1660853746.909521
