,bucket,delay,delayTime,duration,start,end
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852766.077276,1660852771.0826411
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852766.583534,1660852771.5867898
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852767.0955703,1660852772.100053
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852767.5432203,1660852772.5485299
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852768.0429456,1660852773.0470507
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852768.5012672,1660852773.5066485
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852769.0152643,1660852774.020139
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852769.518275,1660852774.5236347
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852769.9871562,1660852774.9922354
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852770.496054,1660852775.5015144
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852771.0460234,1660852776.0480633
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852772.057259,1660852777.06017
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852772.5179815,1660852777.5234354
1,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852772.5812757,1660852777.5854998
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852773.0211308,1660852778.0265863
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852773.530816,1660852778.53197
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852774.0224266,1660852779.0276673
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852774.5297697,1660852779.5317154
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852775.0642402,1660852780.0681605
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660852775.544677,1660852780.550116
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852776.0348723,1660852781.0379124
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660852776.5046957,1660852781.5053322
