,bucket,delay,delayTime,duration,start,end
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851932.3567526,1660851937.362109
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851932.9012496,1660851937.90664
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851933.391781,1660851938.3961685
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851933.9645379,1660851938.9656518
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851934.465158,1660851939.470544
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851934.9747167,1660851939.9797053
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851935.4902353,1660851940.4955752
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851936.0091941,1660851941.0146592
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851936.5855439,1660851941.5901659
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851937.1513662,1660851942.156827
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851937.6562998,1660851942.6579528
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851938.1478095,1660851943.1521268
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851938.6384413,1660851943.6439044
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851939.0837922,1660851944.084231
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851939.6221485,1660851944.6275988
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851940.2272398,1660851945.2326956
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851940.7028546,1660851945.7083702
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851941.171864,1660851946.1750128
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851941.659831,1660851946.663067
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851942.1959078,1660851947.2014387
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851942.6481931,1660851947.6537364
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851943.1748052,1660851948.1801553
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851943.6322432,1660851948.637681
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851944.0915892,1660851949.0970452
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851944.6049774,1660851949.605886
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851945.0722344,1660851950.0770328
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851945.5564446,1660851950.5618591
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851946.0380335,1660851951.0434008
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851946.4761345,1660851951.4802864
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851947.0060995,1660851952.0098372
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851947.5566208,1660851952.5619793
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851948.0597367,1660851953.0624962
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851948.1126041,1660851953.117995
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851948.5982897,1660851953.60018
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851949.097285,1660851954.1028528
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851949.6521735,1660851954.6561592
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851950.1680264,1660851955.1733599
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851950.6528842,1660851955.6582978
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851951.1545112,1660851956.1598492
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851951.6483858,1660851956.6537697
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851952.1386712,1660851957.1441305
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851952.6364331,1660851957.6418836
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851953.1187212,1660851958.1240528
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.0,1660851953.6094627,1660851958.6121247
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851954.0986366,1660851959.1040733
0,pv.insight.nrel,PVO/PVOutput/10010.csv,5,5.01,1660851954.5897684,1660851959.5951872
