+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 16                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 16                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |        |
| average_task_duration        | 9.65                                         | 13.94                                        | 10.33                                        | 9.22                                         | 9.78                                         | 10.2                                         | 10.52   | 1.72   |
| min_duration                 | 0.27                                         | 0.31                                         | 0.26                                         | 0.29                                         | 0.29                                         | 0.28                                         |         |        |
| shortest_task                | gridlabd-5/IEEE/37.glm/None                  | gridlabd-5/IEEE/37.glm/None                  | gridlabd-4/IEEE-1/37.glm/None                | gridlabd-4/IEEE-1/37.glm/None                | gridlabd-4/IEEE/37.glm/None                  | gridlabd-4/IEEE-1/37.glm/None                |         |        |
| max_duration                 | 118.53                                       | 111.37                                       | 105.66                                       | 142.17                                       | 136.33                                       | 98.42                                        |         |        |
| longest_task                 | PG&E-1/MC0006.glm/None                       | gridlabd-4/PG&E/MC0006.glm/None              | PG&E/MC0006.glm/None                         | gridlabd-4/PG&E/MC0006.glm/None              | PG&E/MC0006.glm/None                         | gridlabd-4/PG&E/MC0006.glm/None              |         |        |
| num_error_task               | 10                                           | 14                                           | 12                                           | 5                                            | 5                                            | 10                                           |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 149.84                                       | 166.65                                       | 165.54                                       | 157.49                                       | 183.62                                       | 132.33                                       | 159.25  | 17.35  |
| tasks_durtaion_sum           | 1930.76                                      | 2788.17                                      | 2066.93                                      | 1844.44                                      | 1956.35                                      | 2039.32                                      | 2104.33 | 344.33 |
| initial_process_time         | 304.23                                       | 64.5                                         | 46.92                                        | 47.34                                        | 47.01                                        | 47.3                                         | 92.88   | 103.77 |
| total_process_time           | 466.41                                       | 236.6                                        | 217.88                                       | 210.25                                       | 238.79                                       | 185.05                                       | 259.16  | 103.41 |
| effeciencyFactor             | 0.46                                         | 0.52                                         | 0.39                                         | 0.37                                         | 0.33                                         | 0.48                                         | 0.42    | 0.07   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
