,file,data
0,/app/project/13.glm,"/app/project/13.glm,0 kW,16,14,10,0.535
"
0,/app/project/13.glm,"/app/project/13.glm,0 kW,16,14,10,0.529
"
1,/app/project/123.glm,"/app/project/123.glm,0 kW,139,135,85,0.632
"
0,/app/project/123.glm,"/app/project/123.glm,0 kW,139,135,85,0.602
"
0,/app/project/13.glm,"/app/project/37.glm,0 kW,38,37,25,0.046
/app/project/13.glm,0 kW,16,14,10,0.602
"
0,/app/project/MO0001.glm,"/app/project/MO0001.glm,0 kW,1354,1350,442,2.174
/app/project/342.glm,0 kW,1420,2345,104,2.877
"
0,/app/project/342.glm,"/app/project/342.glm,0 kW,1420,2345,104,2.877
"
0,/app/project/123.glm,"/app/project/MO0001.glm,0 kW,1354,1350,442,2.174
/app/project/342.glm,0 kW,1420,2345,104,2.877
/app/project/123.glm,0 kW,139,135,85,0.611
"
0,/app/project/13.glm,"/app/project/37.glm,0 kW,38,37,25,0.183
/app/project/13.glm,0 kW,16,14,10,1.879
"
0,/app/project/342.glm,"/app/project/MO0001.glm,0 kW,1354,1350,442,2.174
/app/project/342.glm,0 kW,1420,2345,104,2.877
"
1,/app/project/D0001.glm,"/app/project/D0001.glm,0 kW,685,680,221,2.469
"
2,/app/project/BU0001.glm,"/app/project/BU0001.glm,0 kW,159,159,73,2.88
"
0,/app/project/123.glm,"/app/project/342.glm,0 kW,1420,2345,104,2.877
/app/project/123.glm,0 kW,139,135,85,0.61
"
0,/app/project/PL0001.glm,"/app/project/PL0001.glm,0 kW,326,324,114,6.164
"
0,/app/project/342.glm,"/app/project/BU0001.glm,0 kW,159,159,73,2.88
/app/project/342.glm,0 kW,1420,2345,104,2.886
"
0,/app/project/PL0001.glm,"/app/project/123.glm,0 kW,139,135,85,0.602
/app/project/PL0001.glm,0 kW,326,324,114,6.16
"
0,/app/project/8500.glm,"/app/project/BU0001.glm,0 kW,159,159,73,2.88
/app/project/342.glm,0 kW,1420,2345,104,2.886
/app/project/8500.glm,0 kW,2526,4876,0,5.906
"
0,/app/project/8500.glm,"/app/project/PL0001.glm,0 kW,326,324,114,6.164
/app/project/8500.glm,0 kW,2526,4876,0,6.069
"
0,/app/project/BR0015.glm,"/app/project/D0001.glm,0 kW,685,680,221,2.469
/app/project/37.glm,0 kW,38,37,25,0.045
/app/project/BR0015.glm,0 kW,251,251,49,5.776
"
