+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
| Performance                  | Repeat 0                                      | Repeat 1                                      | Repeat 2                                      | Repeat 3                                      | Repeat 4                                      | Repeat 5                                      | Mean     | Std    |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
| Code templates folder        | code-templates-solardatatools                 |                                               |                                               |                                               |                                               |                                               |          |        |
| Number of nodes              | 16                                            |                                               |                                               |                                               |                                               |                                               |          |        |
| Number of workers            | 16                                            |                                               |                                               |                                               |                                               |                                               |          |        |
| Instance type                | t2.large                                      |                                               |                                               |                                               |                                               |                                               |          |        |
| File name                    | logs-ip1723129113useast2computeinternal-0.csv | logs-ip1723129113useast2computeinternal-1.csv | logs-ip1723129113useast2computeinternal-2.csv | logs-ip1723129113useast2computeinternal-3.csv | logs-ip1723129113useast2computeinternal-4.csv | logs-ip1723129113useast2computeinternal-5.csv |          |        |
| total_tasks                  | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           |          |        |
| average_task_duration        | 27.59                                         | 27.01                                         | 27.32                                         | 27.74                                         | 26.96                                         | 28.05                                         | 27.45    | 0.43   |
| min_duration                 | 19.88                                         | 19.98                                         | 19.68                                         | 19.84                                         | 18.05                                         | 19.79                                         |          |        |
| shortest_task                | PVO/PVOutput/9608.csv/Power(W)                | PVO/PVOutput/9382.csv/Power(W)                | PVO/PVOutput/9707.csv/Power(W)                | PVO/PVOutput/9707.csv/Power(W)                | PVO/PVOutput/6974.csv/Power(W)                | PVO/PVOutput/9895.csv/Power(W)                |          |        |
| max_duration                 | 87.08                                         | 80.19                                         | 83.71                                         | 87.49                                         | 88.78                                         | 81.52                                         |          |        |
| longest_task                 | PVO/PVOutput/12949.csv/Power(W)               | PVO/PVOutput/23118.csv/Power(W)               | PVO/PVOutput/12970.csv/Power(W)               | PVO/PVOutput/24270.csv/Power(W)               | PVO/PVOutput/34108.csv/Power(W)               | PVO/PVOutput/44341.csv/Power(W)               |          |        |
| num_error_task               | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |        |
| num_unfinished_tasks         | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |        |
| task_duration_in_parallelism | 672.41                                        | 643.45                                        | 631.76                                        | 708.5                                         | 634.45                                        | 694.72                                        | 664.22   | 32.65  |
| tasks_durtaion_sum           | 17770.04                                      | 17393.08                                      | 17592.99                                      | 17863.38                                      | 17360.81                                      | 18066.14                                      | 17674.41 | 276.56 |
| initial_process_time         | 192.45                                        | 63.27                                         | 66.82                                         | 50.8                                          | 48.81                                         | 48.93                                         | 78.51    | 56.35  |
| total_process_time           | 874.41                                        | 714.77                                        | 706.6                                         | 767.52                                        | 691.28                                        | 751.52                                        | 751.02   | 66.86  |
| effeciencyFactor             | 0.83                                          | 0.84                                          | 0.87                                          | 0.79                                          | 0.86                                          | 0.81                                          | 0.83     | 0.03   |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+--------+
