,file,data
0,/app/project/13.glm,"/app/project/13.glm,0 kW,16,14,10,0.534
/app/project/123.glm,0 kW,139,135,85,0.649
"
1,/app/project/123.glm,"/app/project/123.glm,0 kW,139,135,85,0.607
"
0,/app/project/13.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
"
0,/app/project/123.glm,"/app/project/13.glm,0 kW,16,14,10,0.534
/app/project/123.glm,0 kW,139,135,85,0.649
"
0,/app/project/342.glm,"/app/project/37.glm,0 kW,38,37,25,0.049
/app/project/342.glm,0 kW,1420,2345,104,2.883
"
0,/app/project/342.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
"
0,/app/project/BU0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.534
/app/project/123.glm,0 kW,139,135,85,0.649
/app/project/BU0001.glm,0 kW,159,159,73,3.033
"
0,/app/project/D0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
"
0,/app/project/BR0015.glm,"/app/project/123.glm,0 kW,139,135,85,0.607
/app/project/37.glm,0 kW,38,37,25,0.045
/app/project/BR0015.glm,0 kW,251,251,49,5.827
"
0,/app/project/8500.glm,"/app/project/123.glm,0 kW,139,135,85,0.607
/app/project/37.glm,0 kW,38,37,25,0.045
/app/project/BR0015.glm,0 kW,251,251,49,5.827
/app/project/8500.glm,0 kW,2526,4876,0,5.811
"
0,/app/project/MO0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
/app/project/MO0001.glm,0 kW,1354,1350,442,2.118
"
0,/app/project/8500.glm,"/app/project/13.glm,0 kW,16,14,10,0.534
/app/project/123.glm,0 kW,139,135,85,0.649
/app/project/BU0001.glm,0 kW,159,159,73,3.033
/app/project/8500.glm,0 kW,2526,4876,0,5.796
"
0,/app/project/AT0001.glm,"/app/project/37.glm,0 kW,38,37,25,0.049
/app/project/342.glm,0 kW,1420,2345,104,2.883
/app/project/AT0001.glm,0 kW,666,664,316,11.602
"
0,/app/project/PL0001.glm,"/app/project/123.glm,0 kW,139,135,85,0.607
/app/project/37.glm,0 kW,38,37,25,0.045
/app/project/BR0015.glm,0 kW,251,251,49,5.827
/app/project/8500.glm,0 kW,2526,4876,0,5.811
/app/project/PL0001.glm,0 kW,326,324,114,6.162
"
0,/app/project/AL0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
/app/project/MO0001.glm,0 kW,1354,1350,442,2.118
/app/project/AL0001.glm,0 kW,1160,1157,527,16.744
"
0,/app/project/OC0001.glm,"/app/project/37.glm,0 kW,38,37,25,0.049
/app/project/342.glm,0 kW,1420,2345,104,2.883
/app/project/AT0001.glm,0 kW,666,664,316,11.602
/app/project/OC0001.glm,0 kW,1104,1100,586,9.614
"
0,/app/project/BR0015.glm,"/app/project/123.glm,0 kW,139,135,85,0.607
/app/project/37.glm,0 kW,38,37,25,0.045
/app/project/BR0015.glm,0 kW,251,251,49,5.827
/app/project/8500.glm,0 kW,2526,4876,0,5.811
/app/project/PL0001.glm,0 kW,326,324,114,6.162
/app/project/BR0015.glm,0 kW,251,251,49,5.677
"
0,/app/project/D0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
/app/project/MO0001.glm,0 kW,1354,1350,442,2.118
/app/project/AL0001.glm,0 kW,1160,1157,527,16.744
/app/project/D0001.glm,0 kW,685,680,221,2.483
"
0,/app/project/MO0001.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
/app/project/MO0001.glm,0 kW,1354,1350,442,2.118
/app/project/AL0001.glm,0 kW,1160,1157,527,16.744
/app/project/D0001.glm,0 kW,685,680,221,2.483
/app/project/MO0001.glm,0 kW,1354,1350,442,2.18
"
0,/app/project/123.glm,"/app/project/13.glm,0 kW,16,14,10,0.575
/app/project/342.glm,0 kW,1420,2345,104,2.918
/app/project/D0001.glm,0 kW,685,680,221,2.728
/app/project/MO0001.glm,0 kW,1354,1350,442,2.118
/app/project/AL0001.glm,0 kW,1160,1157,527,16.744
/app/project/D0001.glm,0 kW,685,680,221,2.483
/app/project/MO0001.glm,0 kW,1354,1350,442,2.18
/app/project/123.glm,0 kW,139,135,85,0.606
"
