,file,data
0,/app/project/NY_01_12161.glm,"/app/project/NY_01_12161.glm,0 kW,125,111,12,0.57
/app/project/NY_01_12272.glm,0 kW,215,172,41,0.62
"
0,/app/project/NY_01_12268.glm,"/app/project/NY_01_12465.glm,0 kW,124,79,44,0.566
/app/project/NY_01_12268.glm,0 kW,474,198,274,0.807
"
0,/app/project/NY_01_12465.glm,"/app/project/NY_01_12465.glm,0 kW,124,79,44,0.566
/app/project/NY_01_12268.glm,0 kW,474,198,274,0.807
"
1,/app/project/NY_01_12262.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.688
/app/project/NY_01_12464.glm,0 kW,440,99,340,0.734
"
2,/app/project/NY_01_12464.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.688
/app/project/NY_01_12464.glm,0 kW,440,99,340,0.734
"
0,/app/project/NY_01_12261.glm,"/app/project/NY_01_12462.glm,0 kW,1457,343,1109,0.947
/app/project/NY_01_12261.glm,0 kW,1147,209,937,1.247
"
0,/app/project/NY_01_12471.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.688
/app/project/NY_01_12464.glm,0 kW,440,99,340,0.734
/app/project/NY_01_12471.glm,0 kW,42,29,12,0.52
"
0,/app/project/NY_01_12476.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.688
/app/project/NY_01_12464.glm,0 kW,440,99,340,0.734
/app/project/NY_01_12471.glm,0 kW,42,29,12,0.52
/app/project/NY_01_12476.glm,0 kW,947,160,783,1.043
"
0,/app/project/NY_01_12272.glm,"/app/project/NY_01_12161.glm,0 kW,125,111,12,0.57
/app/project/NY_01_12272.glm,0 kW,215,172,41,0.62
"
0,/app/project/NY_01_13056.glm,"/app/project/NY_01_12262.glm,0 kW,324,160,163,0.688
/app/project/NY_01_12464.glm,0 kW,440,99,340,0.734
/app/project/NY_01_12471.glm,0 kW,42,29,12,0.52
/app/project/NY_01_12476.glm,0 kW,947,160,783,1.043
/app/project/NY_01_12664.glm,0 kW,1269,265,1002,0.823
/app/project/NY_01_12765.glm,0 kW,799,175,622,0.503
/app/project/NY_01_13052.glm,0 kW,648,240,407,0.4
/app/project/NY_01_12964.glm,0 kW,1522,424,1091,1.064
/app/project/NY_01_13056.glm,0 kW,702,402,298,0.884
"
0,/app/project/NY_01_13054.glm,"/app/project/NY_01_12161.glm,0 kW,125,111,12,0.57
/app/project/NY_01_12272.glm,0 kW,215,172,41,0.62
/app/project/NY_01_12473.glm,0 kW,893,216,674,0.539
/app/project/NY_01_12466.glm,0 kW,1149,264,883,0.714
/app/project/NY_01_12762.glm,0 kW,198,28,169,0.139
/app/project/NY_01_12662.glm,0 kW,1272,248,1021,0.855
/app/project/NY_01_12962.glm,0 kW,2023,441,1580,1.53
/app/project/NY_01_12975.glm,0 kW,1412,376,1034,1.069
/app/project/NY_01_13054.glm,0 kW,225,176,46,0.621
"
