+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+---------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean     | Std     |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+---------+
| Code templates folder        | code-templates-solardatatools                |                                              |                                              |                                              |                                              |                                              |          |         |
| Number of nodes              | 10                                           |                                              |                                              |                                              |                                              |                                              |          |         |
| Number of workers            | 10                                           |                                              |                                              |                                              |                                              |                                              |          |         |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |          |         |
| File name                    | logs-ip172311688useast2computeinternal-0.csv | logs-ip172311688useast2computeinternal-1.csv | logs-ip172311688useast2computeinternal-2.csv | logs-ip172311688useast2computeinternal-3.csv | logs-ip172311688useast2computeinternal-4.csv | logs-ip172311688useast2computeinternal-5.csv |          |         |
| total_tasks                  | 644                                          | 644                                          | 644                                          | 644                                          | 644                                          | 644                                          |          |         |
| average_task_duration        | 23.9                                         | 23.81                                        | 23.78                                        | 23.84                                        | 30.45                                        | 46.05                                        | 28.64    | 8.93    |
| min_duration                 | 19.42                                        | 19.25                                        | 19.58                                        | 19.56                                        | 20.49                                        | 20.6                                         |          |         |
| shortest_task                | PVO/PVOutput/42063.csv/Power(W)              | PVO/PVOutput/9608.csv/Power(W)               | PVO/sys_meta.csv/Panel Power(W)              | PVO/PVOutput/6055.csv/Power(W)               | PVO/PVOutput/39181.csv/Power(W)              | PVO/PVOutput/14298.csv/Power(W)              |          |         |
| max_duration                 | 53.75                                        | 33.5                                         | 40.91                                        | 40.67                                        | 81.44                                        | 89.09                                        |          |         |
| longest_task                 | PVO/PVOutput/21360.csv/Power(W)              | PVO/PVOutput/34456.csv/Power(W)              | PVO/PVOutput/33217.csv/Power(W)              | PVO/PVOutput/5785.csv/Power(W)               | PVO/PVOutput/44686.csv/Power(W)              | PVO/PVOutput/39507.csv/Power(W)              |          |         |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |          |         |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |          |         |
| task_duration_in_parallelism | 793.69                                       | 793.53                                       | 788.47                                       | 792.7                                        | 1053.56                                      | 1539.93                                      | 960.31   | 302.61  |
| tasks_durtaion_sum           | 15389.18                                     | 15330.53                                     | 15312.68                                     | 15350.07                                     | 19612.3                                      | 29657.51                                     | 18442.04 | 5753.45 |
| initial_process_time         | 193.8                                        | 54.0                                         | 48.87                                        | 48.78                                        | 56.28                                        | 56.77                                        | 76.42    | 57.61   |
| total_process_time           | 997.94                                       | 857.42                                       | 845.28                                       | 852.15                                       | 1122.98                                      | 1609.07                                      | 1047.47  | 296.21  |
| effeciencyFactor             | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.93                                         | 0.96                                         | 0.96     | 0.02    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+---------+
