+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+-------+
| Performance                  | Repeat 0                                      | Repeat 1                                      | Repeat 2                                      | Repeat 3                                      | Repeat 4                                      | Repeat 5                                      | Mean     | Std   |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+-------+
| Code templates folder        | code-templates-solardatatools                 |                                               |                                               |                                               |                                               |                                               |          |       |
| Number of nodes              | 20                                            |                                               |                                               |                                               |                                               |                                               |          |       |
| Number of workers            | 20                                            |                                               |                                               |                                               |                                               |                                               |          |       |
| Instance type                | t2.large                                      |                                               |                                               |                                               |                                               |                                               |          |       |
| File name                    | logs-ip1723129113useast2computeinternal-0.csv | logs-ip1723129113useast2computeinternal-1.csv | logs-ip1723129113useast2computeinternal-2.csv | logs-ip1723129113useast2computeinternal-3.csv | logs-ip1723129113useast2computeinternal-4.csv | logs-ip1723129113useast2computeinternal-5.csv |          |       |
| total_tasks                  | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           | 644                                           |          |       |
| average_task_duration        | 23.61                                         | 23.86                                         | 24.01                                         | 24.14                                         | 24.15                                         | 24.34                                         | 24.02    | 0.26  |
| min_duration                 | 19.55                                         | 18.94                                         | 19.79                                         | 19.46                                         | 19.6                                          | 19.65                                         |          |       |
| shortest_task                | PVO/PVOutput/33758.csv/Power(W)               | PVO/PVOutput/27168.csv/Power(W)               | PVO/PVOutput/8925.csv/Power(W)                | PVO/PVOutput/35073.csv/Power(W)               | PVO/PVOutput/32483.csv/Power(W)               | PVO/PVOutput/10795.csv/Power(W)               |          |       |
| max_duration                 | 37.06                                         | 32.79                                         | 29.35                                         | 32.68                                         | 29.99                                         | 31.77                                         |          |       |
| longest_task                 | PVO/PVOutput/31440.csv/Power(W)               | PVO/PVOutput/13968.csv/Power(W)               | PVO/PVOutput/13552.csv/Power(W)               | PVO/PVOutput/35817.csv/Power(W)               | PVO/PVOutput/12417.csv/Power(W)               | PVO/PVOutput/30375.csv/Power(W)               |          |       |
| num_error_task               | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |       |
| num_unfinished_tasks         | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             | 0                                             |          |       |
| task_duration_in_parallelism | 448.86                                        | 463.78                                        | 444.43                                        | 443.37                                        | 447.69                                        | 457.15                                        | 450.88   | 7.97  |
| tasks_durtaion_sum           | 15207.4                                       | 15365.97                                      | 15465.46                                      | 15547.32                                      | 15554.53                                      | 15677.83                                      | 15469.75 | 165.0 |
| initial_process_time         | 235.49                                        | 56.55                                         | 54.63                                         | 48.99                                         | 56.07                                         | 48.92                                         | 83.44    | 74.57 |
| total_process_time           | 694.51                                        | 528.34                                        | 507.1                                         | 500.34                                        | 511.88                                        | 513.96                                        | 542.69   | 74.95 |
| effeciencyFactor             | 0.85                                          | 0.83                                          | 0.87                                          | 0.88                                          | 0.87                                          | 0.86                                          | 0.86     | 0.02  |
+------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+-----------------------------------------------+----------+-------+
