+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+-------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean     | Std   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+-------+
| Code templates folder        | code-templates-solardatatools                |                                              |                                              |                                              |                                              |                                              |          |       |
| Number of nodes              | 32                                           |                                              |                                              |                                              |                                              |                                              |          |       |
| Number of workers            | 32                                           |                                              |                                              |                                              |                                              |                                              |          |       |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |          |       |
| File name                    | logs-ip172311688useast2computeinternal-0.csv | logs-ip172311688useast2computeinternal-1.csv | logs-ip172311688useast2computeinternal-2.csv | logs-ip172311688useast2computeinternal-3.csv | logs-ip172311688useast2computeinternal-4.csv | logs-ip172311688useast2computeinternal-5.csv |          |       |
| total_tasks                  | 644                                          | 644                                          | 644                                          | 644                                          | 644                                          | 644                                          |          |       |
| average_task_duration        | 22.84                                        | 23.43                                        | 23.25                                        | 23.48                                        | 23.29                                        | 23.35                                        | 23.27    | 0.23  |
| min_duration                 | 18.77                                        | 18.68                                        | 18.8                                         | 18.75                                        | 18.7                                         | 18.64                                        |          |       |
| shortest_task                | PVO/PVOutput/45931.csv/Power(W)              | PVO/PVOutput/45523.csv/Power(W)              | PVO/PVOutput/2312.csv/Power(W)               | PVO/PVOutput/21360.csv/Power(W)              | PVO/PVOutput/46000.csv/Power(W)              | PVO/PVOutput/5733.csv/Power(W)               |          |       |
| max_duration                 | 70.19                                        | 87.66                                        | 81.62                                        | 87.41                                        | 85.06                                        | 89.74                                        |          |       |
| longest_task                 | PVO/PVOutput/37201.csv/Power(W)              | PVO/PVOutput/32110.csv/Power(W)              | PVO/PVOutput/5678.csv/Power(W)               | PVO/PVOutput/30211.csv/Power(W)              | PVO/PVOutput/45241.csv/Power(W)              | PVO/PVOutput/43512.csv/Power(W)              |          |       |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |          |       |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |          |       |
| task_duration_in_parallelism | 451.15                                       | 561.11                                       | 520.64                                       | 577.45                                       | 527.46                                       | 560.2                                        | 533.0    | 45.58 |
| tasks_durtaion_sum           | 14707.3                                      | 15085.91                                     | 14969.84                                     | 15119.45                                     | 14997.76                                     | 15034.27                                     | 14985.76 | 147.1 |
| initial_process_time         | 224.97                                       | 125.69                                       | 56.97                                        | 57.04                                        | 56.78                                        | 50.06                                        | 95.25    | 69.57 |
| total_process_time           | 687.11                                       | 699.24                                       | 585.86                                       | 642.72                                       | 592.43                                       | 618.47                                       | 637.64   | 47.67 |
| effeciencyFactor             | 0.51                                         | 0.42                                         | 0.45                                         | 0.41                                         | 0.44                                         | 0.42                                         | 0.44     | 0.04  |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------+-------+
