+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 15                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 15                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |        |
| average_task_duration        | 9.27                                         | 8.32                                         | 8.03                                         | 9.89                                         | 8.62                                         | 7.78                                         | 8.65    | 0.8    |
| min_duration                 | 7.25                                         | 7.18                                         | 7.19                                         | 7.26                                         | 7.22                                         | 7.22                                         |         |        |
| shortest_task                | PVO/PVOutput/14320.csv/Power(W)              | PVO/PVOutput/13640.csv/Power(W)              | PVO/PVOutput/27609.csv/Power(W)              | PVO/PVOutput/11365.csv/Power(W)              | PVO/PVOutput/11365.csv/Power(W)              | PVO/PVOutput/11827.csv/Power(W)              |         |        |
| max_duration                 | 33.57                                        | 33.05                                        | 23.61                                        | 34.13                                        | 34.08                                        | 12.62                                        |         |        |
| longest_task                 | PVO/PVOutput/20434.csv/Power(W)              | PVO/PVOutput/26105.csv/Power(W)              | PVO/PVOutput/10010.csv/Power(W)              | PVO/PVOutput/17026.csv/Power(W)              | PVO/PVOutput/24270.csv/Power(W)              | PVO/PVOutput/23118.csv/Power(W)              |         |        |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 146.04                                       | 138.7                                        | 118.33                                       | 167.9                                        | 162.26                                       | 108.36                                       | 140.26  | 23.59  |
| tasks_durtaion_sum           | 1854.27                                      | 1663.39                                      | 1606.91                                      | 1977.64                                      | 1724.69                                      | 1555.98                                      | 1730.48 | 159.16 |
| initial_process_time         | 259.32                                       | 51.86                                        | 47.63                                        | 48.16                                        | 45.05                                        | 48.41                                        | 83.41   | 86.21  |
| total_process_time           | 411.42                                       | 196.57                                       | 173.83                                       | 225.59                                       | 214.82                                       | 164.16                                       | 231.06  | 91.39  |
| effeciencyFactor             | 0.44                                         | 0.41                                         | 0.49                                         | 0.59                                         | 0.38                                         | 0.51                                         | 0.47    | 0.08   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
