+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean   | Std   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of nodes              | 32                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of workers            | 32                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |        |       |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |        |       |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |        |       |
| average_task_duration        | 1.81                                         | 1.8                                          | 1.81                                         | 1.82                                         | 1.8                                          | 1.79                                         | 1.81   | 0.01  |
| min_duration                 | 0.26                                         | 0.28                                         | 0.29                                         | 0.28                                         | 0.27                                         | 0.27                                         |        |       |
| shortest_task                | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_4765.glm/None             |        |       |
| max_duration                 | 12.0                                         | 12.1                                         | 11.92                                        | 11.94                                        | 12.27                                        | 12.26                                        |        |       |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            |        |       |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |        |       |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |        |       |
| task_duration_in_parallelism | 25.63                                        | 25.16                                        | 24.87                                        | 24.35                                        | 24.82                                        | 24.65                                        | 24.91  | 0.44  |
| tasks_durtaion_sum           | 902.63                                       | 898.23                                       | 901.76                                       | 904.25                                       | 895.26                                       | 891.28                                       | 898.9  | 4.95  |
| initial_process_time         | 305.39                                       | 66.7                                         | 66.21                                        | 68.56                                        | 65.13                                        | 58.8                                         | 105.13 | 98.16 |
| total_process_time           | 336.56                                       | 97.26                                        | 96.52                                        | 98.35                                        | 95.43                                        | 88.83                                        | 135.49 | 98.56 |
| effeciencyFactor             | 0.55                                         | 0.56                                         | 0.57                                         | 0.58                                         | 0.56                                         | 0.56                                         | 0.56   | 0.01  |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
