+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 4                                            |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 4                                            |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |         |        |
| average_task_duration        | 7.26                                         | 6.67                                         | 7.2                                          | 6.62                                         | 7.11                                         | 6.65                                         | 6.92    | 0.3    |
| min_duration                 | 3.63                                         | 3.58                                         | 3.38                                         | 3.6                                          | 3.79                                         | 3.37                                         |         |        |
| shortest_task                | feeder_NY_01/NY_01_4369.glm/None             | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_6866.glm/None             | feeder_NY_01/NY_01_4163.glm/None             | feeder_NY_01/NY_01_4664.glm/None             | feeder_NY_01/NY_01_12762.glm/None            |         |        |
| max_duration                 | 22.83                                        | 21.86                                        | 28.09                                        | 22.03                                        | 25.88                                        | 26.73                                        |         |        |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20655.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20655.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            |         |        |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 498.83                                       | 426.32                                       | 462.62                                       | 423.34                                       | 458.02                                       | 428.23                                       | 449.56  | 29.5   |
| tasks_durtaion_sum           | 3614.14                                      | 3321.58                                      | 3585.07                                      | 3298.38                                      | 3540.16                                      | 3310.13                                      | 3444.91 | 149.8  |
| initial_process_time         | 390.96                                       | 238.24                                       | 52.56                                        | 45.39                                        | 45.17                                        | 45.02                                        | 136.22  | 146.39 |
| total_process_time           | 895.26                                       | 670.09                                       | 520.7                                        | 474.22                                       | 509.01                                       | 480.58                                       | 591.64  | 165.12 |
| effeciencyFactor             | 0.91                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.96    | 0.02   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
