+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean   | Std   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of nodes              | 16                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Number of workers            | 16                                           |                                              |                                              |                                              |                                              |                                              |        |       |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |        |       |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |        |       |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |        |       |
| average_task_duration        | 1.83                                         | 1.81                                         | 1.81                                         | 1.8                                          | 1.8                                          | 1.78                                         | 1.81   | 0.02  |
| min_duration                 | 0.29                                         | 0.27                                         | 0.29                                         | 0.29                                         | 0.25                                         | 0.25                                         |        |       |
| shortest_task                | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_301152.glm/None           |        |       |
| max_duration                 | 12.03                                        | 12.19                                        | 12.01                                        | 11.98                                        | 11.97                                        | 11.96                                        |        |       |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            |        |       |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |        |       |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |        |       |
| task_duration_in_parallelism | 35.72                                        | 36.0                                         | 35.29                                        | 34.58                                        | 34.3                                         | 34.47                                        | 35.06  | 0.71  |
| tasks_durtaion_sum           | 909.15                                       | 899.01                                       | 900.74                                       | 897.4                                        | 897.18                                       | 888.05                                       | 898.59 | 6.79  |
| initial_process_time         | 283.73                                       | 66.58                                        | 66.25                                        | 59.31                                        | 58.04                                        | 59.65                                        | 98.93  | 90.61 |
| total_process_time           | 324.87                                       | 110.41                                       | 106.94                                       | 99.29                                        | 97.74                                        | 99.49                                        | 139.79 | 90.81 |
| effeciencyFactor             | 0.8                                          | 0.78                                         | 0.8                                          | 0.81                                         | 0.82                                         | 0.81                                         | 0.8    | 0.01  |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+-------+
