+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of nodes              | 12                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Number of workers            | 12                                           |                                              |                                              |                                              |                                              |                                              |         |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |        |
| total_tasks                  | 200                                          | 200                                          | 199                                          | 200                                          | 200                                          | 200                                          |         |        |
| average_task_duration        | 8.33                                         | 7.99                                         | 8.37                                         | 7.86                                         | 7.85                                         | 7.91                                         | 8.05    | 0.24   |
| min_duration                 | 7.2                                          | 7.27                                         | 7.2                                          | 7.34                                         | 7.29                                         | 7.3                                          |         |        |
| shortest_task                | PVO/PVOutput/18905.csv/Power(W)              | PVO/PVOutput/18219.csv/Power(W)              | PVO/PVOutput/24445.csv/Power(W)              | PVO/PVOutput/1421.csv/Power(W)               | PVO/PVOutput/26410.csv/Power(W)              | PVO/PVOutput/22900.csv/Power(W)              |         |        |
| max_duration                 | 50.48                                        | 36.23                                        | 50.54                                        | 12.83                                        | 12.91                                        | 13.52                                        |         |        |
| longest_task                 | PVO/PVOutput/25877.csv/Power(W)              | PVO/PVOutput/17857.csv/Power(W)              | PVO/PVOutput/24277.csv/Power(W)              | PVO/PVOutput/12970.csv/Power(W)              | PVO/PVOutput/13106.csv/Power(W)              | PVO/PVOutput/23622.csv/Power(W)              |         |        |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |        |
| task_duration_in_parallelism | 154.86                                       | 129.65                                       | 168.27                                       | 118.52                                       | 120.1                                        | 115.53                                       | 134.49  | 21.91  |
| tasks_durtaion_sum           | 1666.48                                      | 1598.45                                      | 1665.56                                      | 1571.04                                      | 1569.34                                      | 1582.42                                      | 1608.88 | 45.46  |
| initial_process_time         | 306.11                                       | 45.59                                        | 44.48                                        | 44.45                                        | 44.51                                        | 53.46                                        | 89.77   | 106.04 |
| total_process_time           | 467.07                                       | 181.31                                       | 581.55                                       | 168.94                                       | 170.68                                       | 174.93                                       | 290.75  | 184.55 |
| effeciencyFactor             | 0.45                                         | 0.51                                         | 0.41                                         | 0.55                                         | 0.54                                         | 0.57                                         | 0.51    | 0.06   |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+--------+
