+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean    | Std     |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |         |         |
| Number of nodes              | 8                                            |                                              |                                              |                                              |                                              |                                              |         |         |
| Number of workers            | 8                                            |                                              |                                              |                                              |                                              |                                              |         |         |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |         |         |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |         |         |
| total_tasks                  | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |         |         |
| average_task_duration        | 53.53                                        | 22.17                                        | 20.28                                        | 21.39                                        | 20.24                                        | 20.33                                        | 26.32   | 13.35   |
| min_duration                 | 18.19                                        | 16.77                                        | 17.0                                         | 16.77                                        | 9.37                                         | 16.97                                        |         |         |
| shortest_task                | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           |         |         |
| max_duration                 | 116.07                                       | 71.06                                        | 58.99                                        | 60.08                                        | 59.17                                        | 58.84                                        |         |         |
| longest_task                 | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           | IEEE/8500.glm/None                           |         |         |
| num_error_task               | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |         |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |         |         |
| task_duration_in_parallelism | 740.78                                       | 331.54                                       | 276.37                                       | 364.18                                       | 311.4                                        | 269.22                                       | 382.25  | 179.14  |
| tasks_durtaion_sum           | 10706.76                                     | 4433.41                                      | 4056.78                                      | 4277.74                                      | 4047.27                                      | 4065.35                                      | 5264.55 | 2670.61 |
| initial_process_time         | 295.23                                       | 170.82                                       | 47.29                                        | 49.79                                        | 47.57                                        | 47.95                                        | 109.78  | 103.26  |
| total_process_time           | 1044.5                                       | 509.82                                       | 331.31                                       | 420.83                                       | 364.56                                       | 322.74                                       | 498.96  | 276.07  |
| effeciencyFactor             | 0.9                                          | 0.84                                         | 0.92                                         | 0.73                                         | 0.81                                         | 0.94                                         | 0.86    | 0.08    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+---------+---------+
