+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean   | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
| Code templates folder        | code-templates-gridlabdNY                    |                                              |                                              |                                              |                                              |                                              |        |        |
| Number of nodes              | 1                                            |                                              |                                              |                                              |                                              |                                              |        |        |
| Number of workers            | 1                                            |                                              |                                              |                                              |                                              |                                              |        |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |        |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |        |        |
| total_tasks                  | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          | 498                                          |        |        |
| average_task_duration        | 1.86                                         | 1.87                                         | 1.86                                         | 1.85                                         | 1.85                                         | 1.92                                         | 1.87   | 0.03   |
| min_duration                 | 0.3                                          | 0.29                                         | 0.29                                         | 0.29                                         | 0.28                                         | 0.31                                         |        |        |
| shortest_task                | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_301152.glm/None           | feeder_NY_01/NY_01_4765.glm/None             |        |        |
| max_duration                 | 12.39                                        | 12.63                                        | 12.42                                        | 12.63                                        | 12.56                                        | 19.16                                        |        |        |
| longest_task                 | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_20653.glm/None            | feeder_NY_01/NY_01_5666.glm/None             |        |        |
| num_error_task               | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          | 282                                          |        |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |        |        |
| task_duration_in_parallelism | 479.03                                       | 479.75                                       | 477.18                                       | 475.66                                       | 475.35                                       | 494.12                                       | 480.18 | 7.05   |
| tasks_durtaion_sum           | 927.79                                       | 929.69                                       | 924.31                                       | 921.77                                       | 922.15                                       | 958.17                                       | 930.65 | 13.84  |
| initial_process_time         | 303.91                                       | 58.42                                        | 57.65                                        | 58.37                                        | 57.98                                        | 58.8                                         | 99.19  | 100.29 |
| total_process_time           | 788.37                                       | 543.65                                       | 540.3                                        | 539.49                                       | 538.79                                       | 560.97                                       | 585.26 | 99.85  |
| effeciencyFactor             | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.97                                         | 0.97   | 0.0    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
