,file,data
0,/app/project/TMP0009.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
"
0,/app/project/TMP0009.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
"
0,/app/project/TMP0009.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
"
0,/app/project/TMP0009.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
"
0,/app/project/R3-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
"
1,/app/project/R3-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
"
0,/app/project/TMP0009.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
"
0,/app/project/R3-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.684
"
0,/app/project/R5-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.684
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.833
"
0,/app/project/R5-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.794
"
0,/app/project/R3-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.794
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.009
"
0,/app/project/R3-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.684
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.833
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.921
"
0,/app/project/8500.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.794
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.009
/app/project/8500.glm,0 kW,2526,4876,0,11.786
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.509
"
0,/app/project/R5-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.599
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.738
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.531
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.335
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.794
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.009
/app/project/8500.glm,0 kW,2526,4876,0,11.786
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.509
"
0,/app/project/R5-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.684
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.833
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.921
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.624
"
0,/app/project/R5-12470-3.glm,"/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.817
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.905
/app/project/TMP0009.glm,0 kW,4584,5158,2558,30.595
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.684
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.833
/app/project/R3-12470-3.glm,0 kW,2220,5358,108,26.921
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.624
/app/project/R5-12470-3.glm,0 kW,1839,4042,182,20.602
"
