+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
| Performance                  | Repeat 0                                     | Repeat 1                                     | Repeat 2                                     | Repeat 3                                     | Repeat 4                                     | Repeat 5                                     | Mean   | Std    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
| Code templates folder        | code-templates-gridlabd                      |                                              |                                              |                                              |                                              |                                              |        |        |
| Number of nodes              | 2                                            |                                              |                                              |                                              |                                              |                                              |        |        |
| Number of workers            | 2                                            |                                              |                                              |                                              |                                              |                                              |        |        |
| Instance type                | t2.large                                     |                                              |                                              |                                              |                                              |                                              |        |        |
| File name                    | logs-ip172312789useast2computeinternal-0.csv | logs-ip172312789useast2computeinternal-1.csv | logs-ip172312789useast2computeinternal-2.csv | logs-ip172312789useast2computeinternal-3.csv | logs-ip172312789useast2computeinternal-4.csv | logs-ip172312789useast2computeinternal-5.csv |        |        |
| total_tasks                  | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          | 200                                          |        |        |
| average_task_duration        | 13.88                                        | 13.32                                        | 13.38                                        | 13.34                                        | 13.37                                        | 13.38                                        | 13.45  | 0.21   |
| min_duration                 | 0.39                                         | 0.4                                          | 0.36                                         | 0.32                                         | 0.36                                         | 0.33                                         |        |        |
| shortest_task                | gridlabd-5/IEEE/37.glm/None                  | gridlabd-5/IEEE/37.glm/None                  | gridlabd-5/IEEE/37.glm/None                  | IEEE/37.glm/None                             | gridlabd-5/IEEE/37.glm/None                  | gridlabd-5/IEEE/37.glm/None                  |        |        |
| max_duration                 | 67.31                                        | 66.8                                         | 66.85                                        | 66.69                                        | 66.73                                        | 66.71                                        |        |        |
| longest_task                 | PG&E/HL0004.glm/None                         | PG&E-1/HL0004.glm/None                       | gridlabd-4/PG&E-1/HL0004.glm/None            | gridlabd-4/PG&E-1/HL0004.glm/None            | gridlabd-5/PG&E/HL0004.glm/None              | PG&E/HL0004.glm/None                         |        |        |
| num_error_task               | 15                                           | 15                                           | 15                                           | 15                                           | 15                                           | 15                                           |        |        |
| num_unfinished_tasks         | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            | 0                                            |        |        |
| task_duration_in_parallelism | 702.32                                       | 673.12                                       | 675.19                                       | 673.39                                       | 674.11                                       | 676.24                                       | 679.06 | 11.45  |
| tasks_durtaion_sum           | 2776.71                                      | 2663.04                                      | 2676.49                                      | 2668.26                                      | 2674.98                                      | 2676.92                                      | 2689.4 | 43.12  |
| initial_process_time         | 277.78                                       | 150.57                                       | 46.8                                         | 46.62                                        | 47.29                                        | 46.83                                        | 102.65 | 95.3   |
| total_process_time           | 985.54                                       | 829.16                                       | 727.44                                       | 725.45                                       | 726.86                                       | 728.49                                       | 787.16 | 105.42 |
| effeciencyFactor             | 0.99                                         | 0.99                                         | 0.99                                         | 0.99                                         | 0.99                                         | 0.99                                         | 0.99   | 0.0    |
+------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+----------------------------------------------+--------+--------+
